locus_tag	ftype	length_bp	gene	EC_number	COG	product
GIAELINL_00045	CDS	960	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
GIAELINL_00046	CDS	804				hypothetical protein
GIAELINL_00047	CDS	888	gspA		COG1442	General stress protein A
GIAELINL_00048	CDS	669				hypothetical protein
GIAELINL_00049	CDS	1185	celE		COG2730	Cellulase/esterase CelE
GIAELINL_00050	CDS	1527	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
GIAELINL_00051	CDS	771				hypothetical protein
GIAELINL_00052	CDS	1194				hypothetical protein
GIAELINL_00053	CDS	522				hypothetical protein
GIAELINL_00054	CDS	168				hypothetical protein
GIAELINL_00055	CDS	390				hypothetical protein
GIAELINL_00056	CDS	1014	rbsB_1		COG1879	Ribose import binding protein RbsB
GIAELINL_00057	CDS	1128	rssB_1			Regulator of RpoS
GIAELINL_00058	CDS	1842				hypothetical protein
GIAELINL_00059	CDS	1053	ytfQ			ABC transporter periplasmic-binding protein YtfQ
GIAELINL_00060	CDS	1509	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
GIAELINL_00061	CDS	1041	ytfT			Inner membrane ABC transporter permease protein YtfT
GIAELINL_00062	CDS	969	yjfF			Inner membrane ABC transporter permease protein YjfF
GIAELINL_00063	CDS	1050	purR_1			HTH-type transcriptional repressor PurR
GIAELINL_00064	CDS	1293				hypothetical protein
GIAELINL_00065	CDS	1335				IS1380 family transposase ISDre4
GIAELINL_00066	CDS	327				hypothetical protein
GIAELINL_00067	CDS	396				hypothetical protein
GIAELINL_00068	CDS	1479				hypothetical protein
GIAELINL_00069	CDS	771				hypothetical protein
GIAELINL_00070	CDS	465				hypothetical protein
GIAELINL_00071	CDS	186				hypothetical protein
GIAELINL_00072	CDS	984	xerD_1		COG4974	Tyrosine recombinase XerD
GIAELINL_00073	CDS	600	xerC_1			Tyrosine recombinase XerC
GIAELINL_00074	CDS	1242				ISL3 family transposase IS652
GIAELINL_00075	CDS	732	zupT_1			Zinc transporter ZupT
GIAELINL_00076	CDS	936				IS1182 family transposase ISDre5
GIAELINL_00077	CDS	762				IS21 family transposase IS643
GIAELINL_00078	CDS	1458				hypothetical protein
GIAELINL_00079	CDS	429				IS1380 family transposase ISBco2
GIAELINL_00080	CDS	1947	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
GIAELINL_00081	CDS	1347				ISLre2 family transposase ISTco1
GIAELINL_00082	CDS	1359	mntH			Divalent metal cation transporter MntH
GIAELINL_00083	CDS	1302				IS1380 family transposase ISBco2
GIAELINL_00084	CDS	159				hypothetical protein
GIAELINL_00085	CDS	483	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
GIAELINL_00086	CDS	2700				hypothetical protein
GIAELINL_00087	CDS	1890				hypothetical protein
GIAELINL_00088	CDS	426	rppH	3.6.1.-		RNA pyrophosphohydrolase
GIAELINL_00089	CDS	804				hypothetical protein
GIAELINL_00090	CDS	633	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
GIAELINL_00091	CDS	117				hypothetical protein
GIAELINL_00092	CDS	582	comR			HTH-type transcriptional repressor ComR
GIAELINL_00093	CDS	204				hypothetical protein
GIAELINL_00094	CDS	225				hypothetical protein
GIAELINL_00095	CDS	423				hypothetical protein
GIAELINL_00096	CDS	423				hypothetical protein
GIAELINL_00097	CDS	747	sapB_1		COG1285	Protein SapB
GIAELINL_00098	CDS	777				hypothetical protein
GIAELINL_00099	CDS	1716				hypothetical protein
GIAELINL_00100	CDS	1041	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GIAELINL_00101	CDS	1134				hypothetical protein
GIAELINL_00102	CDS	1149	araR_1		COG1609	Arabinose metabolism transcriptional repressor
GIAELINL_00103	CDS	744				hypothetical protein
GIAELINL_00104	CDS	1479				hypothetical protein
GIAELINL_00105	CDS	489				hypothetical protein
GIAELINL_00106	CDS	1086	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GIAELINL_00107	CDS	453				hypothetical protein
GIAELINL_00108	CDS	240				hypothetical protein
GIAELINL_00109	CDS	519	def	3.5.1.88	COG0242	Peptide deformylase
GIAELINL_00110	CDS	246				hypothetical protein
GIAELINL_00111	CDS	903	rhaR_2			HTH-type transcriptional activator RhaR
GIAELINL_00112	CDS	453				hypothetical protein
GIAELINL_00113	CDS	588				hypothetical protein
GIAELINL_00114	CDS	948				hypothetical protein
GIAELINL_00115	CDS	2859				hypothetical protein
GIAELINL_00116	CDS	1608				hypothetical protein
GIAELINL_00117	CDS	1029	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
GIAELINL_00118	CDS	123				hypothetical protein
GIAELINL_00119	CDS	1506				hypothetical protein
GIAELINL_00120	CDS	327				hypothetical protein
GIAELINL_00121	CDS	675				hypothetical protein
GIAELINL_00122	CDS	1191	pbuE_1		COG2814	Purine efflux pump PbuE
GIAELINL_00123	CDS	303				hypothetical protein
GIAELINL_00124	CDS	570				hypothetical protein
GIAELINL_00125	CDS	645				hypothetical protein
GIAELINL_00126	CDS	1392				hypothetical protein
GIAELINL_00127	CDS	213				hypothetical protein
GIAELINL_00128	CDS	324	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
GIAELINL_00129	CDS	276				hypothetical protein
GIAELINL_00130	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
GIAELINL_00131	CDS	468				hypothetical protein
GIAELINL_00132	CDS	852	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
GIAELINL_00133	CDS	1392				hypothetical protein
GIAELINL_00134	CDS	168				hypothetical protein
GIAELINL_00135	CDS	1350				hypothetical protein
GIAELINL_00136	CDS	258				hypothetical protein
GIAELINL_00137	CDS	816	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
GIAELINL_00138	CDS	774				hypothetical protein
GIAELINL_00139	CDS	1638	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
GIAELINL_00140	CDS	1845	walK_1	2.7.13.3		Sensor histidine kinase WalK
GIAELINL_00141	CDS	750	walR_1		COG0745	Transcriptional regulatory protein WalR
GIAELINL_00142	CDS	1554				hypothetical protein
GIAELINL_00143	CDS	783				hypothetical protein
GIAELINL_00144	CDS	294			COG3385	IS4 family transposase ISDha5
GIAELINL_00145	CDS	1110			COG3385	IS4 family transposase ISDha5
GIAELINL_00146	CDS	1470				IS1380 family transposase ISPaen1
GIAELINL_00147	CDS	1272				hypothetical protein
GIAELINL_00148	CDS	6513				hypothetical protein
GIAELINL_00149	CDS	2109	mfd_1	3.6.4.-		Transcription-repair-coupling factor
GIAELINL_00150	CDS	912				hypothetical protein
GIAELINL_00151	CDS	417				hypothetical protein
GIAELINL_00152	CDS	264				hypothetical protein
GIAELINL_00153	CDS	498	yvyG			putative protein YvyG
GIAELINL_00154	CDS	1530	flgK		COG1256	Flagellar hook-associated protein 1
GIAELINL_00155	CDS	909	flgL		COG1344	Flagellar hook-associated protein 3
GIAELINL_00156	CDS	570	yviE			putative protein YviE
GIAELINL_00157	CDS	438	fliW		COG1699	Flagellar assembly factor FliW
GIAELINL_00158	CDS	243	csrA		COG1551	Translational regulator CsrA
GIAELINL_00159	CDS	783	hag		COG1344	Flagellin
GIAELINL_00160	CDS	402				hypothetical protein
GIAELINL_00161	CDS	1539	fliD		COG1345	Flagellar hook-associated protein 2
GIAELINL_00162	CDS	387	fliS		COG1516	Flagellar secretion chaperone FliS
GIAELINL_00163	CDS	1254				hypothetical protein
GIAELINL_00164	CDS	2265				hypothetical protein
GIAELINL_00165	CDS	1002	pseB_1	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
GIAELINL_00166	CDS	735	kdsB	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
GIAELINL_00167	CDS	1044	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
GIAELINL_00168	CDS	597	lgrA			Linear gramicidin synthase subunit A
GIAELINL_00169	CDS	1056	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
GIAELINL_00170	CDS	948		5.1.3.2	COG1088	UDP-glucose 4-epimerase
GIAELINL_00171	CDS	1188	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GIAELINL_00172	CDS	201	cspB_1			Cold shock protein CspB
GIAELINL_00173	CDS	555	hpf			Ribosome hibernation promotion factor
GIAELINL_00174	CDS	2520	secA		COG0653	Protein translocase subunit SecA
GIAELINL_00175	CDS	1035	prfB			Peptide chain release factor 2
GIAELINL_00176	CDS	594	smc_1			Chromosome partition protein Smc
GIAELINL_00177	CDS	591				hypothetical protein
GIAELINL_00178	CDS	654				hypothetical protein
GIAELINL_00179	CDS	903		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
GIAELINL_00180	CDS	1050	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
GIAELINL_00181	CDS	1233	argJ			Arginine biosynthesis bifunctional protein ArgJ
GIAELINL_00182	CDS	792	argB	2.7.2.8	COG0548	Acetylglutamate kinase
GIAELINL_00183	CDS	1209	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
GIAELINL_00184	CDS	960	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GIAELINL_00185	CDS	1236	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GIAELINL_00186	tRNA	79				tRNA-Cys(gca)
GIAELINL_00187	CDS	96				hypothetical protein
GIAELINL_00188	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
GIAELINL_00189	CDS	918	ftsX		COG2177	Cell division protein FtsX
GIAELINL_00190	CDS	1203				hypothetical protein
GIAELINL_00191	CDS	1542	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
GIAELINL_00192	CDS	1443	minJ		COG0265	Cell division topological determinant MinJ
GIAELINL_00193	CDS	291				hypothetical protein
GIAELINL_00194	CDS	1248				hypothetical protein
GIAELINL_00195	CDS	2160	uvrB			UvrABC system protein B
GIAELINL_00196	CDS	1119				hypothetical protein
GIAELINL_00197	CDS	759				hypothetical protein
GIAELINL_00198	CDS	144				hypothetical protein
GIAELINL_00199	CDS	321				hypothetical protein
GIAELINL_00200	CDS	174				hypothetical protein
GIAELINL_00201	CDS	261				hypothetical protein
GIAELINL_00202	CDS	222				hypothetical protein
GIAELINL_00203	CDS	2880	uvrA			UvrABC system protein A
GIAELINL_00204	CDS	330				hypothetical protein
GIAELINL_00205	CDS	426				hypothetical protein
GIAELINL_00206	CDS	1347				hypothetical protein
GIAELINL_00207	CDS	216				hypothetical protein
GIAELINL_00208	CDS	906	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GIAELINL_00209	CDS	969				hypothetical protein
GIAELINL_00210	CDS	2523				hypothetical protein
GIAELINL_00211	CDS	1728				hypothetical protein
GIAELINL_00212	CDS	1566				hypothetical protein
GIAELINL_00213	CDS	372				hypothetical protein
GIAELINL_00214	CDS	750	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
GIAELINL_00215	CDS	2349	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
GIAELINL_00216	CDS	2013	ligA	6.5.1.2	COG0272	DNA ligase
GIAELINL_00217	CDS	141				hypothetical protein
GIAELINL_00218	CDS	144				hypothetical protein
GIAELINL_00219	CDS	978				hypothetical protein
GIAELINL_00220	CDS	339				hypothetical protein
GIAELINL_00221	CDS	186				hypothetical protein
GIAELINL_00222	CDS	681				hypothetical protein
GIAELINL_00223	CDS	465	ctsr			Transcriptional regulator CtsR
GIAELINL_00224	CDS	510	mcsA		COG3880	Protein-arginine kinase activator protein
GIAELINL_00225	CDS	1077	mcsB	2.7.14.1		Protein-arginine kinase
GIAELINL_00226	CDS	2457	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
GIAELINL_00227	CDS	450				IS1380 family transposase ISDre4
GIAELINL_00228	CDS	888				IS1380 family transposase ISDre4
GIAELINL_00229	CDS	324				hypothetical protein
GIAELINL_00230	CDS	852	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
GIAELINL_00231	CDS	297				hypothetical protein
GIAELINL_00232	CDS	726				hypothetical protein
GIAELINL_00233	CDS	258	fdxA			Ferredoxin 7Fe
GIAELINL_00234	CDS	1719	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GIAELINL_00235	CDS	1707	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GIAELINL_00236	CDS	1008	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GIAELINL_00237	CDS	1374				hypothetical protein
GIAELINL_00238	CDS	1005				hypothetical protein
GIAELINL_00239	CDS	804				hypothetical protein
GIAELINL_00240	CDS	987				hypothetical protein
GIAELINL_00241	CDS	690	ydjF_1		COG1842	Phage shock protein A 
GIAELINL_00242	CDS	930				hypothetical protein
GIAELINL_00243	CDS	1365	radA	3.6.4.-	COG1066	DNA repair protein RadA
GIAELINL_00244	CDS	1077	disA	2.7.7.85		DNA integrity scanning protein DisA
GIAELINL_00245	CDS	738				hypothetical protein
GIAELINL_00246	CDS	387				hypothetical protein
GIAELINL_00247	CDS	1095	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
GIAELINL_00248	CDS	1347				ISLre2 family transposase ISTco2
GIAELINL_00249	CDS	1260	ispDF	4.6.1.12		Bifunctional enzyme IspD/IspF
GIAELINL_00250	CDS	1458	gltX	6.1.1.17		Glutamate--tRNA ligase
GIAELINL_00251	CDS	735	cysE	2.3.1.30	COG1045	Serine acetyltransferase
GIAELINL_00252	CDS	1449	cysS	6.1.1.16		Cysteine--tRNA ligase
GIAELINL_00253	CDS	432	mrnC	3.1.26.-		Mini-ribonuclease 3
GIAELINL_00254	CDS	810		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
GIAELINL_00255	CDS	552	yacP		COG3688	putative protein YacP
GIAELINL_00256	CDS	735	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
GIAELINL_00257	CDS	1041				hypothetical protein
GIAELINL_00258	CDS	669				hypothetical protein
GIAELINL_00259	CDS	651	sigH		COG1595	RNA polymerase sigma-H factor
GIAELINL_00260	CDS	597				hypothetical protein
GIAELINL_00261	CDS	1479				hypothetical protein
GIAELINL_00262	CDS	1341				ISLre2 family transposase ISTco3
GIAELINL_00263	CDS	1293				hypothetical protein
GIAELINL_00264	CDS	150	rpmG2			50S ribosomal protein L33 2
GIAELINL_00265	CDS	210	secE			Protein translocase subunit SecE
GIAELINL_00266	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
GIAELINL_00267	CDS	426	rplK		COG0080	50S ribosomal protein L11
GIAELINL_00268	CDS	693	rplA		COG0081	50S ribosomal protein L1
GIAELINL_00269	CDS	504	rplJ		COG0244	50S ribosomal protein L10
GIAELINL_00270	CDS	369	rplL			50S ribosomal protein L7/L12
GIAELINL_00271	CDS	615	rlmG	2.1.1.174		Ribosomal RNA large subunit methyltransferase G
GIAELINL_00272	CDS	3546	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
GIAELINL_00273	CDS	3621	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
GIAELINL_00274	CDS	231	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
GIAELINL_00275	CDS	423	rpsL		COG0048	30S ribosomal protein S12
GIAELINL_00276	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GIAELINL_00277	CDS	2085	fusA		COG0480	Elongation factor G
GIAELINL_00278	CDS	1194	tuf		COG0050	Elongation factor Tu
GIAELINL_00279	CDS	885	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
GIAELINL_00280	CDS	474	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
GIAELINL_00281	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
GIAELINL_00282	CDS	618	rplC		COG0087	50S ribosomal protein L3
GIAELINL_00283	CDS	627	rplD			50S ribosomal protein L4
GIAELINL_00284	CDS	294	rplW			50S ribosomal protein L23
GIAELINL_00285	CDS	831	rplB			50S ribosomal protein L2
GIAELINL_00286	CDS	282	rpsS			30S ribosomal protein S19
GIAELINL_00287	CDS	336	rplV		COG0091	50S ribosomal protein L22
GIAELINL_00288	CDS	666	rpsC		COG0092	30S ribosomal protein S3
GIAELINL_00289	CDS	435	rplP		COG0197	50S ribosomal protein L16
GIAELINL_00290	CDS	198	rpmC		COG0255	50S ribosomal protein L29
GIAELINL_00291	CDS	264	rpsQ			30S ribosomal protein S17
GIAELINL_00292	CDS	369	rplN		COG0093	50S ribosomal protein L14
GIAELINL_00293	CDS	354	rplX		COG0198	50S ribosomal protein L24
GIAELINL_00294	CDS	543	rplE			50S ribosomal protein L5
GIAELINL_00295	CDS	186	rpsZ			30S ribosomal protein S14 type Z
GIAELINL_00296	CDS	399	rpsH		COG0096	30S ribosomal protein S8
GIAELINL_00297	CDS	543	rplF			50S ribosomal protein L6
GIAELINL_00298	CDS	369	rplR		COG0256	50S ribosomal protein L18
GIAELINL_00299	CDS	498	rpsE			30S ribosomal protein S5
GIAELINL_00300	CDS	186	rpmD			50S ribosomal protein L30
GIAELINL_00301	CDS	441	rplO			50S ribosomal protein L15
GIAELINL_00302	CDS	1293	secY			Protein translocase subunit SecY
GIAELINL_00303	CDS	654	adk	2.7.4.3		Adenylate kinase
GIAELINL_00304	CDS	753	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
GIAELINL_00305	CDS	282				hypothetical protein
GIAELINL_00306	CDS	216	infA		COG0361	Translation initiation factor IF-1
GIAELINL_00307	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
GIAELINL_00308	CDS	366	rpsM		COG0099	30S ribosomal protein S13
GIAELINL_00309	CDS	402	rpsK			30S ribosomal protein S11
GIAELINL_00310	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GIAELINL_00311	CDS	366	rplQ			50S ribosomal protein L17
GIAELINL_00312	CDS	777	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GIAELINL_00313	CDS	438	rplM		COG0102	50S ribosomal protein L13
GIAELINL_00314	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GIAELINL_00315	CDS	693	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
GIAELINL_00316	CDS	1167	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
GIAELINL_00317	CDS	840				hypothetical protein
GIAELINL_00318	CDS	1077	salA		COG0489	Iron-sulfur cluster carrier protein
GIAELINL_00319	CDS	702				hypothetical protein
GIAELINL_00320	CDS	627				hypothetical protein
GIAELINL_00321	CDS	801				hypothetical protein
GIAELINL_00322	CDS	612				hypothetical protein
GIAELINL_00323	CDS	222				hypothetical protein
GIAELINL_00324	CDS	441				hypothetical protein
GIAELINL_00325	CDS	312				hypothetical protein
GIAELINL_00326	rRNA	1603				16S ribosomal RNA
GIAELINL_00327	rRNA	112				5S ribosomal RNA
GIAELINL_00328	tRNA	77				tRNA-Ile(gat)
GIAELINL_00329	tRNA	76				tRNA-Ala(tgc)
GIAELINL_00330	rRNA	2955				23S ribosomal RNA
GIAELINL_00331	tRNA	76				tRNA-Asn(gtt)
GIAELINL_00332	tRNA	76				tRNA-Thr(ggt)
GIAELINL_00333	tRNA	75				tRNA-Glu(ttc)
GIAELINL_00334	tRNA	75				tRNA-Gln(ttg)
GIAELINL_00335	tRNA	76				tRNA-Lys(ttt)
GIAELINL_00336	tRNA	83				tRNA-Leu(tag)
GIAELINL_00337	tRNA	75				tRNA-Gly(gcc)
GIAELINL_00338	tRNA	77				tRNA-Arg(acg)
GIAELINL_00339	tRNA	74				tRNA-Gly(tcc)
GIAELINL_00340	CDS	2808	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
GIAELINL_00341	CDS	591	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
GIAELINL_00342	CDS	621	rsiW		COG5662	Anti-sigma-W factor RsiW
GIAELINL_00343	CDS	837	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
GIAELINL_00344	CDS	1254	cdaR		COG4856	CdaA regulatory protein CdaR
GIAELINL_00345	CDS	1341	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GIAELINL_00346	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GIAELINL_00347	CDS	354				IS66 family transposase ISBaps1
GIAELINL_00348	CDS	1503				IS66 family transposase ISSwo2
GIAELINL_00349	CDS	1227				IS110 family transposase ISAzo28
GIAELINL_00350	CDS	846				hypothetical protein
GIAELINL_00351	CDS	1302				IS1380 family transposase ISBco2
GIAELINL_00352	CDS	609				IS3 family transposase ISCce3
GIAELINL_00353	CDS	414	fosX		COG0346	Fosfomycin resistance protein FosX
GIAELINL_00354	CDS	606	desR		COG2197	Transcriptional regulatory protein DesR
GIAELINL_00355	CDS	1134	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
GIAELINL_00356	CDS	1152				hypothetical protein
GIAELINL_00357	CDS	951				hypothetical protein
GIAELINL_00358	CDS	633				hypothetical protein
GIAELINL_00359	CDS	168				hypothetical protein
GIAELINL_00360	CDS	1374				ISNCY family transposase ISTco5
GIAELINL_00361	CDS	399				hypothetical protein
GIAELINL_00362	CDS	171				hypothetical protein
GIAELINL_00363	CDS	879	hdfR_1			HTH-type transcriptional regulator HdfR
GIAELINL_00364	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
GIAELINL_00365	CDS	585		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
GIAELINL_00366	CDS	564				hypothetical protein
GIAELINL_00367	CDS	225				hypothetical protein
GIAELINL_00368	CDS	699				hypothetical protein
GIAELINL_00369	CDS	642				hypothetical protein
GIAELINL_00370	CDS	864	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GIAELINL_00371	CDS	381	ytrA		COG1725	HTH-type transcriptional repressor YtrA
GIAELINL_00372	CDS	801	lacG_1			Lactose transport system permease protein LacG
GIAELINL_00373	CDS	873	lacF_1			Lactose transport system permease protein LacF
GIAELINL_00374	CDS	1335	lacE			Lactose-binding protein
GIAELINL_00375	CDS	1794				hypothetical protein
GIAELINL_00376	CDS	1602	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
GIAELINL_00377	CDS	780				hypothetical protein
GIAELINL_00378	CDS	435				hypothetical protein
GIAELINL_00379	CDS	480				hypothetical protein
GIAELINL_00380	CDS	222				hypothetical protein
GIAELINL_00381	CDS	954				hypothetical protein
GIAELINL_00382	CDS	735				hypothetical protein
GIAELINL_00383	CDS	984				hypothetical protein
GIAELINL_00384	CDS	309				hypothetical protein
GIAELINL_00385	CDS	516				hypothetical protein
GIAELINL_00386	CDS	666	tal	2.2.1.2	COG0176	Transaldolase
GIAELINL_00387	CDS	1995	tkt_1	2.2.1.1		Transketolase
GIAELINL_00388	CDS	1521	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
GIAELINL_00389	CDS	915	hdfR_2			HTH-type transcriptional regulator HdfR
GIAELINL_00390	CDS	678				hypothetical protein
GIAELINL_00391	CDS	351				hypothetical protein
GIAELINL_00392	CDS	111				hypothetical protein
GIAELINL_00393	CDS	708				hypothetical protein
GIAELINL_00394	CDS	207				hypothetical protein
GIAELINL_00395	CDS	1209	gerBC_1			Spore germination protein B3
GIAELINL_00396	CDS	228				hypothetical protein
GIAELINL_00397	CDS	1071		1.18.1.2	COG0492	Ferredoxin--NADP reductase
GIAELINL_00398	CDS	180				hypothetical protein
