locus_tag	ftype	length_bp	gene	EC_number	COG	product
OMMDKLHA_00085	CDS	1116	apsD_1	1.1.1.-		D-apiose dehydrogenase
OMMDKLHA_00086	CDS	2421		3.2.1.-		Beta-xylosidase
OMMDKLHA_00087	CDS	624	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
OMMDKLHA_00088	CDS	534	sti_1			subtilase-type protease inhibitor
OMMDKLHA_00089	CDS	333		2.8.1.-	COG0607	Sulfurtransferase
OMMDKLHA_00090	CDS	1986	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OMMDKLHA_00091	CDS	615				hypothetical protein
OMMDKLHA_00092	CDS	315	rsbV_1		COG1366	Anti-sigma-B factor antagonist
OMMDKLHA_00093	CDS	849				hypothetical protein
OMMDKLHA_00094	CDS	1194				hypothetical protein
OMMDKLHA_00095	CDS	948	pheA	4.2.1.51	COG0077	Prephenate dehydratase
OMMDKLHA_00096	CDS	174				hypothetical protein
OMMDKLHA_00097	CDS	1311	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OMMDKLHA_00098	CDS	546	bpa			Bacterial proteasome activator
OMMDKLHA_00099	CDS	975		1.3.1.103		2-haloacrylate reductase
OMMDKLHA_00100	CDS	2097				hypothetical protein
OMMDKLHA_00101	CDS	909			COG0589	Universal stress protein/MSMEI_3859
OMMDKLHA_00102	CDS	927			COG0589	Universal stress protein
OMMDKLHA_00103	CDS	399				hypothetical protein
OMMDKLHA_00104	CDS	258				hypothetical protein
OMMDKLHA_00105	CDS	786				hypothetical protein
OMMDKLHA_00106	CDS	468				hypothetical protein
OMMDKLHA_00107	CDS	780	yurK_1		COG2188	putative HTH-type transcriptional regulator YurK
OMMDKLHA_00108	CDS	357				hypothetical protein
OMMDKLHA_00109	CDS	432				hypothetical protein
OMMDKLHA_00110	CDS	732	yurK_2		COG2188	putative HTH-type transcriptional regulator YurK
OMMDKLHA_00111	CDS	411				hypothetical protein
OMMDKLHA_00112	CDS	252				hypothetical protein
OMMDKLHA_00113	CDS	1422				hypothetical protein
OMMDKLHA_00114	CDS	1707				hypothetical protein
OMMDKLHA_00115	CDS	210				hypothetical protein
OMMDKLHA_00116	CDS	1200			COG0582	Putative prophage phiRv2 integrase
OMMDKLHA_00117	tRNA	90				tRNA-Ser(tga)
OMMDKLHA_00118	CDS	468				hypothetical protein
OMMDKLHA_00119	CDS	1155	dnaN_2		COG0592	Beta sliding clamp
OMMDKLHA_00120	CDS	804				hypothetical protein
OMMDKLHA_00121	CDS	420				hypothetical protein
OMMDKLHA_00122	CDS	513	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
OMMDKLHA_00123	CDS	168				hypothetical protein
OMMDKLHA_00124	CDS	3054	afsR_1		COG3629	Regulatory protein AfsR
OMMDKLHA_00125	CDS	858				hypothetical protein
OMMDKLHA_00126	CDS	1056				hypothetical protein
OMMDKLHA_00127	CDS	519		1.14.99.53		Lytic chitin monooxygenase
OMMDKLHA_00128	CDS	1542				hypothetical protein
OMMDKLHA_00129	CDS	1347				hypothetical protein
OMMDKLHA_00130	CDS	849				hypothetical protein
OMMDKLHA_00131	CDS	1416				hypothetical protein
OMMDKLHA_00132	CDS	357				hypothetical protein
OMMDKLHA_00133	CDS	432				hypothetical protein
OMMDKLHA_00134	CDS	732	yurK_3		COG2188	putative HTH-type transcriptional regulator YurK
OMMDKLHA_00135	CDS	408				hypothetical protein
OMMDKLHA_00136	CDS	261				hypothetical protein
OMMDKLHA_00137	CDS	1431				hypothetical protein
OMMDKLHA_00138	CDS	237				hypothetical protein
OMMDKLHA_00139	CDS	1686				hypothetical protein
OMMDKLHA_00140	CDS	210				hypothetical protein
OMMDKLHA_00141	CDS	1203	xerC_1			Tyrosine recombinase XerC
OMMDKLHA_00142	tRNA	75				tRNA-Pro(cgg)
OMMDKLHA_00143	CDS	921	ypbG		COG1408	putative protein YpbG
OMMDKLHA_00144	CDS	456	yqeY		COG1610	putative protein YqeY
OMMDKLHA_00145	CDS	2370	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
OMMDKLHA_00146	CDS	324	whiB_2			Transcriptional regulator WhiB
OMMDKLHA_00147	CDS	1146				hypothetical protein
OMMDKLHA_00148	CDS	1047			COG0003	Putative ATPase
OMMDKLHA_00149	CDS	174				hypothetical protein
OMMDKLHA_00150	CDS	462				hypothetical protein
OMMDKLHA_00151	CDS	894				hypothetical protein
OMMDKLHA_00152	CDS	807	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
OMMDKLHA_00153	CDS	687	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
OMMDKLHA_00154	CDS	744	nth	4.2.99.18	COG0177	Endonuclease III
OMMDKLHA_00155	CDS	654	nudL	3.6.1.-		putative Nudix hydrolase NudL
OMMDKLHA_00156	CDS	1179		3.4.21.-	COG0265	Serine protease
OMMDKLHA_00157	CDS	549	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
OMMDKLHA_00158	CDS	348	rsbV_2		COG1366	Anti-sigma-B factor antagonist
OMMDKLHA_00159	CDS	2295	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
OMMDKLHA_00160	CDS	210				hypothetical protein
OMMDKLHA_00161	CDS	300				hypothetical protein
OMMDKLHA_00162	CDS	357				hypothetical protein
OMMDKLHA_00163	CDS	657				hypothetical protein
OMMDKLHA_00164	CDS	711				hypothetical protein
OMMDKLHA_00165	CDS	636				hypothetical protein
OMMDKLHA_00166	CDS	1152			COG4962	Putative conjugal transfer protein
OMMDKLHA_00167	CDS	1374				hypothetical protein
OMMDKLHA_00168	CDS	789				hypothetical protein
OMMDKLHA_00169	CDS	1971	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OMMDKLHA_00170	CDS	477				hypothetical protein
OMMDKLHA_00171	CDS	1485	dhmA	3.8.1.5		Haloalkane dehalogenase
OMMDKLHA_00172	CDS	2454	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
OMMDKLHA_00173	CDS	447		3.1.3.-	COG2062	putative protein
OMMDKLHA_00174	rRNA	1531				16S ribosomal RNA
OMMDKLHA_00175	rRNA	3078				23S ribosomal RNA
OMMDKLHA_00176	rRNA	109				5S ribosomal RNA
OMMDKLHA_00177	CDS	1260		3.1.3.3	COG0560	Phosphoserine phosphatase
OMMDKLHA_00178	CDS	654				putative protein
OMMDKLHA_00179	CDS	1578	dap_1	3.4.11.19		D-aminopeptidase
OMMDKLHA_00180	CDS	780				hypothetical protein
OMMDKLHA_00181	CDS	786	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
OMMDKLHA_00182	CDS	924			COG0330	putative protein
OMMDKLHA_00183	CDS	759	yfcA_1		COG0730	putative membrane transporter protein YfcA
OMMDKLHA_00184	CDS	624				hypothetical protein
OMMDKLHA_00185	CDS	870				hypothetical protein
OMMDKLHA_00186	CDS	573				hypothetical protein
OMMDKLHA_00187	CDS	1458		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
OMMDKLHA_00188	CDS	618				hypothetical protein
OMMDKLHA_00189	CDS	1059	add2	3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
OMMDKLHA_00190	CDS	1047				hypothetical protein
OMMDKLHA_00191	CDS	975				hypothetical protein
OMMDKLHA_00192	CDS	882	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OMMDKLHA_00193	CDS	549	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
OMMDKLHA_00194	CDS	456	yqjY			putative protein YqjY
OMMDKLHA_00195	CDS	252				hypothetical protein
OMMDKLHA_00196	CDS	798			COG3324	Putative glyoxylase CFP32
OMMDKLHA_00197	CDS	1572		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OMMDKLHA_00198	CDS	996				hypothetical protein
OMMDKLHA_00199	CDS	840				hypothetical protein
OMMDKLHA_00200	CDS	297				hypothetical protein
OMMDKLHA_00201	CDS	1293	entS_1			Enterobactin exporter EntS
OMMDKLHA_00202	CDS	741				hypothetical protein
OMMDKLHA_00203	CDS	612	sigK		COG1595	ECF RNA polymerase sigma factor SigK
OMMDKLHA_00204	CDS	648				hypothetical protein
OMMDKLHA_00205	CDS	1638	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OMMDKLHA_00206	CDS	1605	ompA_1			Outer membrane protein A
OMMDKLHA_00207	CDS	714				hypothetical protein
OMMDKLHA_00208	CDS	1404	lpdC	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OMMDKLHA_00209	CDS	1002				hypothetical protein
OMMDKLHA_00210	CDS	1974				hypothetical protein
OMMDKLHA_00211	CDS	1116				hypothetical protein
OMMDKLHA_00212	CDS	597				hypothetical protein
OMMDKLHA_00213	CDS	657				hypothetical protein
OMMDKLHA_00214	CDS	2361				hypothetical protein
OMMDKLHA_00215	CDS	657	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
OMMDKLHA_00216	CDS	1209	alr_1	5.1.1.1	COG0787	Alanine racemase
OMMDKLHA_00217	CDS	1053	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
OMMDKLHA_00218	CDS	705				hypothetical protein
OMMDKLHA_00219	CDS	834				hypothetical protein
OMMDKLHA_00220	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
OMMDKLHA_00221	CDS	855	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
OMMDKLHA_00222	CDS	498				hypothetical protein
OMMDKLHA_00223	CDS	906				hypothetical protein
OMMDKLHA_00224	CDS	801				hypothetical protein
OMMDKLHA_00225	CDS	414				hypothetical protein
OMMDKLHA_00226	CDS	726	speE_1	2.5.1.16		Polyamine aminopropyltransferase
OMMDKLHA_00227	CDS	219				hypothetical protein
OMMDKLHA_00228	CDS	912	pstA		COG0581	Phosphate transport system permease protein PstA
OMMDKLHA_00229	CDS	1008	pstC		COG0573	Phosphate transport system permease protein PstC
OMMDKLHA_00230	CDS	1176	pstS		COG0226	Phosphate-binding protein PstS
OMMDKLHA_00231	CDS	732	regX3_1		COG0745	Sensory transduction protein regX3
OMMDKLHA_00232	CDS	873	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
OMMDKLHA_00233	CDS	372	trxC		COG0526	Putative thioredoxin 2
OMMDKLHA_00234	CDS	315	yidH		COG2149	Inner membrane protein YidH
OMMDKLHA_00235	CDS	372				hypothetical protein
OMMDKLHA_00236	CDS	984	arnA_1			Bifunctional polymyxin resistance protein ArnA
OMMDKLHA_00237	CDS	714				hypothetical protein
OMMDKLHA_00238	CDS	732				putative protein
OMMDKLHA_00239	CDS	1524				hypothetical protein
OMMDKLHA_00240	CDS	408				putative protein
OMMDKLHA_00241	CDS	759			COG3346	putative SURF1-like protein
OMMDKLHA_00242	CDS	414		3.1.-.-		Ribonuclease VapC21
OMMDKLHA_00243	CDS	222				hypothetical protein
OMMDKLHA_00244	CDS	570				hypothetical protein
OMMDKLHA_00245	CDS	768	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
OMMDKLHA_00246	CDS	408				hypothetical protein
OMMDKLHA_00247	CDS	663	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
OMMDKLHA_00248	CDS	1590	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
OMMDKLHA_00249	CDS	1578	codA	1.1.3.17		Choline oxidase
OMMDKLHA_00250	CDS	237				hypothetical protein
OMMDKLHA_00251	CDS	1905				hypothetical protein
OMMDKLHA_00252	CDS	240				hypothetical protein
OMMDKLHA_00253	CDS	2295	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
OMMDKLHA_00254	CDS	519				hypothetical protein
OMMDKLHA_00255	CDS	696	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
OMMDKLHA_00256	CDS	480	rsbW_2	2.7.11.1		Serine-protein kinase RsbW
OMMDKLHA_00257	CDS	246	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
OMMDKLHA_00258	CDS	636	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
OMMDKLHA_00259	CDS	1038				hypothetical protein
OMMDKLHA_00260	CDS	1116	bkdA_2	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
OMMDKLHA_00261	CDS	981	bkdB_3	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
OMMDKLHA_00262	CDS	1413	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OMMDKLHA_00263	CDS	510				hypothetical protein
OMMDKLHA_00264	CDS	459				hypothetical protein
OMMDKLHA_00265	CDS	360				hypothetical protein
OMMDKLHA_00266	CDS	2661				hypothetical protein
OMMDKLHA_00267	CDS	333				hypothetical protein
OMMDKLHA_00268	CDS	1911	dap_2	3.4.11.19		D-aminopeptidase
OMMDKLHA_00269	CDS	930				hypothetical protein
OMMDKLHA_00270	CDS	2499				hypothetical protein
OMMDKLHA_00271	CDS	345				hypothetical protein
OMMDKLHA_00272	CDS	291				hypothetical protein
OMMDKLHA_00273	CDS	336				hypothetical protein
OMMDKLHA_00274	CDS	1125				hypothetical protein
OMMDKLHA_00275	CDS	3912	eccC_1		COG1674	ESX secretion system protein EccC
OMMDKLHA_00276	CDS	1335				hypothetical protein
OMMDKLHA_00277	CDS	468				hypothetical protein
OMMDKLHA_00278	CDS	675				hypothetical protein
OMMDKLHA_00279	CDS	1140				hypothetical protein
OMMDKLHA_00280	CDS	378				hypothetical protein
OMMDKLHA_00281	CDS	1236				hypothetical protein
OMMDKLHA_00282	CDS	453				hypothetical protein
OMMDKLHA_00283	CDS	834	yohF_1	1.-.-.-	COG1028	putative oxidoreductase YohF
OMMDKLHA_00284	CDS	222	vapB2			Antitoxin VapB2
OMMDKLHA_00285	CDS	1818	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
OMMDKLHA_00286	CDS	504				hypothetical protein
OMMDKLHA_00287	CDS	756				hypothetical protein
OMMDKLHA_00288	CDS	933	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
OMMDKLHA_00289	CDS	246				hypothetical protein
OMMDKLHA_00290	CDS	405				hypothetical protein
OMMDKLHA_00291	CDS	537				hypothetical protein
OMMDKLHA_00292	CDS	216				hypothetical protein
OMMDKLHA_00293	CDS	354				hypothetical protein
OMMDKLHA_00294	CDS	978				hypothetical protein
OMMDKLHA_00295	CDS	1179	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
OMMDKLHA_00296	CDS	408				hypothetical protein
OMMDKLHA_00297	CDS	606				hypothetical protein
OMMDKLHA_00298	CDS	225	yefM		COG2161	Antitoxin YefM
OMMDKLHA_00299	CDS	5031				hypothetical protein
OMMDKLHA_00300	CDS	2040				hypothetical protein
OMMDKLHA_00301	CDS	642				hypothetical protein
OMMDKLHA_00302	CDS	441				hypothetical protein
OMMDKLHA_00303	CDS	1263				hypothetical protein
OMMDKLHA_00304	CDS	738	bcrA_1			Bacitracin transport ATP-binding protein BcrA
OMMDKLHA_00305	CDS	762				hypothetical protein
OMMDKLHA_00306	CDS	987				hypothetical protein
OMMDKLHA_00307	CDS	2616	clpB			Chaperone protein ClpB
OMMDKLHA_00308	CDS	486				hypothetical protein
OMMDKLHA_00309	CDS	1164	dnaJ1		COG0484	Chaperone protein DnaJ 1
OMMDKLHA_00310	CDS	753	grpE			Protein GrpE
OMMDKLHA_00311	CDS	1851	dnaK		COG0443	Chaperone protein DnaK
OMMDKLHA_00312	CDS	1044				hypothetical protein
OMMDKLHA_00313	CDS	2214	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
OMMDKLHA_00314	CDS	1290				hypothetical protein
OMMDKLHA_00315	CDS	609	betI_1			HTH-type transcriptional regulator BetI
OMMDKLHA_00316	CDS	765				hypothetical protein
OMMDKLHA_00317	CDS	993	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
OMMDKLHA_00318	CDS	864				hypothetical protein
OMMDKLHA_00319	CDS	1305				hypothetical protein
OMMDKLHA_00320	CDS	1215				hypothetical protein
OMMDKLHA_00321	CDS	747				hypothetical protein
OMMDKLHA_00322	CDS	456				hypothetical protein
OMMDKLHA_00323	CDS	555	yrdA		COG0663	Protein YrdA
OMMDKLHA_00324	CDS	1206				hypothetical protein
OMMDKLHA_00325	CDS	462				hypothetical protein
OMMDKLHA_00326	CDS	1779	bmr3_1			Multidrug resistance protein 3
OMMDKLHA_00327	CDS	618				hypothetical protein
OMMDKLHA_00328	CDS	657				hypothetical protein
OMMDKLHA_00329	CDS	381	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OMMDKLHA_00330	CDS	1599	dan	3.5.1.81		D-aminoacylase
OMMDKLHA_00331	CDS	963	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
OMMDKLHA_00332	CDS	318				hypothetical protein
OMMDKLHA_00333	CDS	291				hypothetical protein
OMMDKLHA_00334	CDS	711	yidC_1		COG0706	Membrane protein insertase YidC
OMMDKLHA_00335	CDS	618				hypothetical protein
OMMDKLHA_00336	CDS	495				hypothetical protein
OMMDKLHA_00337	CDS	726				hypothetical protein
OMMDKLHA_00338	CDS	1494	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OMMDKLHA_00339	CDS	1104				hypothetical protein
OMMDKLHA_00340	CDS	837				hypothetical protein
OMMDKLHA_00341	CDS	1125				hypothetical protein
OMMDKLHA_00342	CDS	630	yigZ		COG1739	IMPACT family member YigZ
OMMDKLHA_00343	CDS	1524				hypothetical protein
OMMDKLHA_00344	CDS	492				hypothetical protein
OMMDKLHA_00345	CDS	2139				hypothetical protein
OMMDKLHA_00346	CDS	360				hypothetical protein
OMMDKLHA_00347	CDS	1467	alsT_1		COG1115	Amino-acid carrier protein AlsT
OMMDKLHA_00348	CDS	495				hypothetical protein
OMMDKLHA_00349	CDS	756				hypothetical protein
OMMDKLHA_00350	CDS	402				hypothetical protein
OMMDKLHA_00351	CDS	603				hypothetical protein
OMMDKLHA_00352	CDS	495				hypothetical protein
OMMDKLHA_00353	CDS	1542				hypothetical protein
OMMDKLHA_00354	CDS	1347				hypothetical protein
OMMDKLHA_00355	CDS	1815				hypothetical protein
OMMDKLHA_00356	CDS	1551				hypothetical protein
OMMDKLHA_00357	CDS	1470				hypothetical protein
OMMDKLHA_00358	CDS	1527				hypothetical protein
OMMDKLHA_00359	CDS	834				hypothetical protein
OMMDKLHA_00360	CDS	345				hypothetical protein
OMMDKLHA_00361	CDS	336				hypothetical protein
OMMDKLHA_00362	CDS	579				hypothetical protein
OMMDKLHA_00363	CDS	615				hypothetical protein
OMMDKLHA_00364	CDS	1470				hypothetical protein
OMMDKLHA_00365	CDS	381				hypothetical protein
OMMDKLHA_00366	CDS	960	ravA	3.6.3.-	COG0714	ATPase RavA
OMMDKLHA_00367	CDS	1128				hypothetical protein
OMMDKLHA_00368	CDS	2262				hypothetical protein
OMMDKLHA_00369	CDS	2211	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
OMMDKLHA_00370	CDS	495				hypothetical protein
OMMDKLHA_00371	CDS	2235				hypothetical protein
OMMDKLHA_00372	CDS	1629	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
OMMDKLHA_00373	CDS	402				hypothetical protein
OMMDKLHA_00374	CDS	1239				hypothetical protein
OMMDKLHA_00375	CDS	768				hypothetical protein
OMMDKLHA_00376	CDS	735				hypothetical protein
OMMDKLHA_00377	CDS	1935	mutA	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase small subunit
OMMDKLHA_00378	CDS	2217	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
OMMDKLHA_00379	CDS	1119		3.6.-.-	COG1703	putative GTPase
OMMDKLHA_00380	CDS	372	rsbV_3		COG1366	Anti-sigma-B factor antagonist
OMMDKLHA_00381	CDS	636	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OMMDKLHA_00382	CDS	675				hypothetical protein
OMMDKLHA_00383	CDS	396				hypothetical protein
OMMDKLHA_00384	CDS	2481				hypothetical protein
OMMDKLHA_00385	CDS	588				hypothetical protein
OMMDKLHA_00386	CDS	369				hypothetical protein
OMMDKLHA_00387	CDS	150				hypothetical protein
OMMDKLHA_00388	CDS	618				putative protein
OMMDKLHA_00389	CDS	672				hypothetical protein
OMMDKLHA_00390	CDS	1032	ccpA_1		COG1609	Catabolite control protein A
OMMDKLHA_00391	CDS	567				hypothetical protein
OMMDKLHA_00392	CDS	1158	xylA_1	5.3.1.5		Xylose isomerase
OMMDKLHA_00393	CDS	2004		3.2.1.23		Beta-galactosidase
OMMDKLHA_00394	CDS	2274				hypothetical protein
OMMDKLHA_00395	CDS	2721		3.2.1.-		Xyloglucanase
