locus_tag	ftype	length_bp	gene	EC_number	COG	product
PNLIGJCD_00026	CDS	1086	bkdA_1	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
PNLIGJCD_00027	CDS	993	bkdB_1	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
PNLIGJCD_00028	CDS	1401	bkdB_2	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
PNLIGJCD_00029	CDS	1158	cpg2	3.4.17.11		Carboxypeptidase G2
PNLIGJCD_00030	CDS	1521	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
PNLIGJCD_00031	CDS	1032				hypothetical protein
PNLIGJCD_00032	CDS	2037	paaZ		COG2030	Bifunctional protein PaaZ
PNLIGJCD_00033	CDS	594	cnrH			RNA polymerase sigma factor CnrH
PNLIGJCD_00034	CDS	1098				hypothetical protein
PNLIGJCD_00035	CDS	519				hypothetical protein
PNLIGJCD_00036	CDS	963	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
PNLIGJCD_00037	CDS	1881	spk1_1	2.7.11.1		Serine/threonine-protein kinase PK-1
PNLIGJCD_00038	CDS	843	azoB_1	1.7.-.-		NAD(P)H azoreductase
PNLIGJCD_00039	CDS	1176				hypothetical protein
PNLIGJCD_00040	CDS	873	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PNLIGJCD_00041	CDS	741	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PNLIGJCD_00042	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PNLIGJCD_00043	CDS	1128				hypothetical protein
PNLIGJCD_00044	CDS	900	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PNLIGJCD_00045	CDS	810	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PNLIGJCD_00046	CDS	429				hypothetical protein
PNLIGJCD_00047	CDS	1998				hypothetical protein
PNLIGJCD_00048	CDS	834	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
PNLIGJCD_00049	CDS	1254				hypothetical protein
PNLIGJCD_00050	CDS	234				hypothetical protein
PNLIGJCD_00051	CDS	495				hypothetical protein
PNLIGJCD_00052	CDS	1641	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PNLIGJCD_00053	CDS	672				hypothetical protein
PNLIGJCD_00054	CDS	369				hypothetical protein
PNLIGJCD_00055	CDS	621				hypothetical protein
PNLIGJCD_00056	rRNA	1531				16S ribosomal RNA
PNLIGJCD_00057	rRNA	3081				23S ribosomal RNA
PNLIGJCD_00058	rRNA	109				5S ribosomal RNA
PNLIGJCD_00059	CDS	1068				hypothetical protein
PNLIGJCD_00060	CDS	618	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
PNLIGJCD_00061	CDS	1740	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
PNLIGJCD_00062	CDS	444				hypothetical protein
PNLIGJCD_00063	CDS	411	ecm	5.4.99.63	COG1884	Ethylmalonyl-CoA mutase
PNLIGJCD_00064	CDS	1182	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
PNLIGJCD_00065	CDS	879	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
PNLIGJCD_00066	CDS	471				hypothetical protein
PNLIGJCD_00067	CDS	1788				hypothetical protein
PNLIGJCD_00068	CDS	3606	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
PNLIGJCD_00069	CDS	1584	sat/cysC		COG0529	putative bifunctional SAT/APS kinase
PNLIGJCD_00070	CDS	798	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
PNLIGJCD_00071	CDS	1203			COG0654	putative protein
PNLIGJCD_00072	CDS	558				hypothetical protein
PNLIGJCD_00073	CDS	1284	eno	4.2.1.11	COG0148	Enolase
PNLIGJCD_00074	CDS	372				hypothetical protein
PNLIGJCD_00075	CDS	378	crcB_1		COG0239	Putative fluoride ion transporter CrcB
PNLIGJCD_00076	CDS	441	crcB_2			Putative fluoride ion transporter CrcB
PNLIGJCD_00077	CDS	588				hypothetical protein
PNLIGJCD_00078	CDS	981	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
PNLIGJCD_00079	CDS	1377				hypothetical protein
PNLIGJCD_00080	tRNA	76				tRNA-Leu(taa)
PNLIGJCD_00081	CDS	1836				hypothetical protein
PNLIGJCD_00082	CDS	1626	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
PNLIGJCD_00083	CDS	927		1.5.5.2	COG0506	Proline dehydrogenase
PNLIGJCD_00084	CDS	933				hypothetical protein
PNLIGJCD_00085	CDS	252				hypothetical protein
PNLIGJCD_00086	CDS	1221	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
PNLIGJCD_00087	CDS	1056				hypothetical protein
PNLIGJCD_00088	CDS	1377	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
PNLIGJCD_00089	CDS	741	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PNLIGJCD_00090	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PNLIGJCD_00091	CDS	240				hypothetical protein
PNLIGJCD_00092	CDS	726	nagR_1		COG2188	HTH-type transcriptional repressor NagR
PNLIGJCD_00093	CDS	813				hypothetical protein
PNLIGJCD_00094	CDS	1257			COG4867	putative protein
PNLIGJCD_00095	CDS	1434				hypothetical protein
PNLIGJCD_00096	CDS	1152			COG4398	putative protein
PNLIGJCD_00097	CDS	1458				hypothetical protein
PNLIGJCD_00098	CDS	636				hypothetical protein
PNLIGJCD_00099	CDS	501	greA_1		COG0782	Transcription elongation factor GreA
PNLIGJCD_00100	CDS	453				hypothetical protein
PNLIGJCD_00101	CDS	879	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
PNLIGJCD_00102	CDS	261				hypothetical protein
PNLIGJCD_00103	CDS	2034				hypothetical protein
PNLIGJCD_00104	CDS	1371	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
PNLIGJCD_00105	CDS	612	rpoE_1		COG1595	ECF RNA polymerase sigma-E factor
PNLIGJCD_00106	CDS	762		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
PNLIGJCD_00107	CDS	1347				hypothetical protein
PNLIGJCD_00108	CDS	3375				hypothetical protein
PNLIGJCD_00109	CDS	720				hypothetical protein
PNLIGJCD_00110	CDS	630				hypothetical protein
PNLIGJCD_00111	CDS	2025	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
PNLIGJCD_00112	CDS	1389	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PNLIGJCD_00113	CDS	705				hypothetical protein
PNLIGJCD_00114	CDS	423				hypothetical protein
PNLIGJCD_00115	CDS	372				hypothetical protein
PNLIGJCD_00116	CDS	1218				IS200/IS605 family transposase ISTel3
PNLIGJCD_00117	CDS	471				hypothetical protein
PNLIGJCD_00118	CDS	1665				hypothetical protein
PNLIGJCD_00119	CDS	1041	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
PNLIGJCD_00120	CDS	600				hypothetical protein
PNLIGJCD_00121	CDS	555				hypothetical protein
PNLIGJCD_00122	CDS	417				hypothetical protein
PNLIGJCD_00123	CDS	348	trxA_1		COG0526	Thioredoxin
PNLIGJCD_00124	CDS	972	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
PNLIGJCD_00125	CDS	855				hypothetical protein
PNLIGJCD_00126	CDS	1269			COG0582	Putative prophage phiRv2 integrase
PNLIGJCD_00127	CDS	1437				hypothetical protein
PNLIGJCD_00128	CDS	537				hypothetical protein
PNLIGJCD_00129	CDS	774	nagR_2		COG2188	HTH-type transcriptional repressor NagR
PNLIGJCD_00130	CDS	171				hypothetical protein
PNLIGJCD_00131	CDS	513				hypothetical protein
PNLIGJCD_00132	CDS	1233	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
PNLIGJCD_00133	CDS	267	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PNLIGJCD_00134	CDS	540				hypothetical protein
PNLIGJCD_00135	CDS	1425				hypothetical protein
PNLIGJCD_00136	CDS	699	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PNLIGJCD_00137	CDS	981				hypothetical protein
PNLIGJCD_00138	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
PNLIGJCD_00139	CDS	576				hypothetical protein
PNLIGJCD_00140	tRNA	86				tRNA-Gly(gcc)
PNLIGJCD_00141	CDS	318				hypothetical protein
PNLIGJCD_00142	CDS	4560				hypothetical protein
PNLIGJCD_00143	CDS	909	ectD	1.14.11.55		Ectoine dioxygenase
PNLIGJCD_00144	CDS	663				hypothetical protein
PNLIGJCD_00145	CDS	2472				hypothetical protein
PNLIGJCD_00146	CDS	1035				hypothetical protein
PNLIGJCD_00147	CDS	1293				hypothetical protein
PNLIGJCD_00148	CDS	516				hypothetical protein
PNLIGJCD_00149	CDS	1953	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
PNLIGJCD_00150	CDS	684				hypothetical protein
PNLIGJCD_00151	tRNA	89				tRNA-Ala(cgc)
PNLIGJCD_00152	CDS	678				hypothetical protein
PNLIGJCD_00153	CDS	1179				hypothetical protein
PNLIGJCD_00154	CDS	552	tdk	2.7.1.21		Thymidine kinase
PNLIGJCD_00155	CDS	948				hypothetical protein
PNLIGJCD_00156	CDS	1056				hypothetical protein
PNLIGJCD_00157	CDS	228				hypothetical protein
PNLIGJCD_00158	CDS	624				hypothetical protein
PNLIGJCD_00159	CDS	1008				hypothetical protein
PNLIGJCD_00160	CDS	852				hypothetical protein
PNLIGJCD_00161	CDS	1197				hypothetical protein
PNLIGJCD_00162	CDS	1089	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
PNLIGJCD_00163	CDS	531				hypothetical protein
PNLIGJCD_00164	CDS	1044				hypothetical protein
PNLIGJCD_00165	CDS	2328	ligA	6.5.1.2	COG0272	DNA ligase A
PNLIGJCD_00166	CDS	2049				hypothetical protein
PNLIGJCD_00167	CDS	300	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
PNLIGJCD_00168	CDS	1500	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PNLIGJCD_00169	CDS	1239				hypothetical protein
PNLIGJCD_00170	CDS	939				hypothetical protein
PNLIGJCD_00171	CDS	246				hypothetical protein
PNLIGJCD_00172	CDS	1227				hypothetical protein
PNLIGJCD_00173	CDS	1170				hypothetical protein
PNLIGJCD_00174	CDS	1497	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PNLIGJCD_00175	CDS	2706				hypothetical protein
PNLIGJCD_00176	CDS	1761	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
PNLIGJCD_00177	CDS	525	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
PNLIGJCD_00178	CDS	996	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
PNLIGJCD_00179	CDS	1590	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PNLIGJCD_00180	CDS	90				hypothetical protein
PNLIGJCD_00181	CDS	1065	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
PNLIGJCD_00182	CDS	1116	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PNLIGJCD_00183	CDS	1611	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
PNLIGJCD_00184	CDS	813				hypothetical protein
PNLIGJCD_00185	CDS	801	yisK		COG0179	putative protein YisK
PNLIGJCD_00186	CDS	1020				hypothetical protein
PNLIGJCD_00187	CDS	1563	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PNLIGJCD_00188	tRNA	73				tRNA-Gln(ctg)
PNLIGJCD_00189	tRNA	74				tRNA-Glu(ctc)
PNLIGJCD_00190	tRNA	76				tRNA-Glu(ctc)
PNLIGJCD_00191	CDS	264				hypothetical protein
PNLIGJCD_00192	CDS	918				hypothetical protein
PNLIGJCD_00193	CDS	735	kipR_1		COG1414	HTH-type transcriptional regulator KipR
PNLIGJCD_00194	CDS	1407	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
PNLIGJCD_00195	CDS	597	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
PNLIGJCD_00196	CDS	282	hup			DNA-binding protein HU
PNLIGJCD_00197	CDS	693	fbiD	2.7.7.68	COG1920	Phosphoenolpyruvate guanylyltransferase
PNLIGJCD_00198	CDS	846				hypothetical protein
PNLIGJCD_00199	CDS	1068	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
PNLIGJCD_00200	CDS	1230		4.4.1.11	COG0626	L-methionine gamma-lyase
PNLIGJCD_00201	CDS	1125	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PNLIGJCD_00202	CDS	546				hypothetical protein
PNLIGJCD_00203	CDS	852	cysZ			Sulfate transporter CysZ
PNLIGJCD_00204	CDS	780				hypothetical protein
PNLIGJCD_00205	CDS	1767			COG1132	putative ABC transporter ATP-binding/permease protein
PNLIGJCD_00206	CDS	1788	cydD		COG4988	ATP-binding/permease protein CydD
PNLIGJCD_00207	CDS	1053	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PNLIGJCD_00208	CDS	1446	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
PNLIGJCD_00209	CDS	732				hypothetical protein
PNLIGJCD_00210	CDS	795				hypothetical protein
PNLIGJCD_00211	CDS	468				hypothetical protein
PNLIGJCD_00212	CDS	234				hypothetical protein
PNLIGJCD_00213	CDS	993	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
PNLIGJCD_00214	CDS	666				hypothetical protein
PNLIGJCD_00215	CDS	186	rpmB		COG0227	50S ribosomal protein L28
PNLIGJCD_00216	CDS	2244	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
PNLIGJCD_00217	CDS	582	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PNLIGJCD_00218	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
PNLIGJCD_00219	CDS	579			COG1399	putative protein
PNLIGJCD_00220	CDS	177	rpmF_1			50S ribosomal protein L32
PNLIGJCD_00221	CDS	747	rnc	3.1.26.3	COG0571	Ribonuclease 3
PNLIGJCD_00222	CDS	855	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
PNLIGJCD_00223	CDS	288	acyP	3.6.1.7	COG1254	Acylphosphatase
PNLIGJCD_00224	CDS	192				hypothetical protein
PNLIGJCD_00225	CDS	3546	smc_1		COG1196	Chromosome partition protein Smc
PNLIGJCD_00226	CDS	2652				hypothetical protein
PNLIGJCD_00227	CDS	1002	btuF_1			Vitamin B12-binding protein
PNLIGJCD_00228	CDS	1035	hmuU		COG0609	Hemin transport system permease protein HmuU
PNLIGJCD_00229	CDS	1185	ftsY		COG0552	Signal recognition particle receptor FtsY
PNLIGJCD_00230	CDS	1341	amt			Ammonia channel
PNLIGJCD_00231	CDS	1215				hypothetical protein
PNLIGJCD_00232	CDS	1596	ffh		COG0541	Signal recognition particle protein
PNLIGJCD_00233	CDS	465				hypothetical protein
PNLIGJCD_00234	CDS	243				hypothetical protein
PNLIGJCD_00235	CDS	513	rimM		COG0806	Ribosome maturation factor RimM
PNLIGJCD_00236	CDS	765	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PNLIGJCD_00237	CDS	360	rplS		COG0335	50S ribosomal protein L19
PNLIGJCD_00238	CDS	876				hypothetical protein
PNLIGJCD_00239	CDS	330				putative protein
PNLIGJCD_00240	CDS	366				hypothetical protein
PNLIGJCD_00241	CDS	1524	comM		COG0606	Competence protein ComM
PNLIGJCD_00242	CDS	1203				hypothetical protein
PNLIGJCD_00243	CDS	357	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PNLIGJCD_00244	CDS	870	xerC_1		COG0582	Tyrosine recombinase XerC
PNLIGJCD_00245	CDS	816				hypothetical protein
PNLIGJCD_00246	CDS	945	rpsB		COG0052	30S ribosomal protein S2
PNLIGJCD_00247	CDS	837	tsf		COG0264	Elongation factor Ts
PNLIGJCD_00248	CDS	147				hypothetical protein
PNLIGJCD_00249	CDS	756	pyrH	2.7.4.22	COG0528	Uridylate kinase
PNLIGJCD_00250	CDS	558	frr		COG0233	Ribosome-recycling factor
PNLIGJCD_00251	CDS	936	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
PNLIGJCD_00252	CDS	1158	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
PNLIGJCD_00253	CDS	1428	yhdG_1		COG0531	putative amino acid permease YhdG
PNLIGJCD_00254	CDS	663				hypothetical protein
PNLIGJCD_00255	CDS	2520	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
PNLIGJCD_00256	CDS	1389	mak1	2.7.1.175		Maltokinase
PNLIGJCD_00257	CDS	2049	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
PNLIGJCD_00258	CDS	1971	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
PNLIGJCD_00259	CDS	2679	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PNLIGJCD_00260	CDS	618	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
PNLIGJCD_00261	CDS	1626	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
PNLIGJCD_00262	CDS	942	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
PNLIGJCD_00263	CDS	789	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
PNLIGJCD_00264	CDS	2265	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
PNLIGJCD_00265	CDS	780	etfB		COG2086	Electron transfer flavoprotein subunit beta
PNLIGJCD_00266	CDS	945	etfA		COG2025	Electron transfer flavoprotein subunit alpha
PNLIGJCD_00267	CDS	879	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
PNLIGJCD_00268	CDS	402				hypothetical protein
PNLIGJCD_00269	CDS	1665				hypothetical protein
PNLIGJCD_00270	CDS	327				hypothetical protein
PNLIGJCD_00271	CDS	1266				hypothetical protein
PNLIGJCD_00272	CDS	1485	pchA_1	1.2.1.96		4-hydroxybenzaldehyde dehydrogenase (NADP(+))
PNLIGJCD_00273	CDS	759		2.1.1.-		putative methyltransferase
PNLIGJCD_00274	CDS	774	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PNLIGJCD_00275	CDS	2061				hypothetical protein
PNLIGJCD_00276	CDS	1320				hypothetical protein
PNLIGJCD_00277	CDS	924				hypothetical protein
PNLIGJCD_00278	CDS	969		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
PNLIGJCD_00279	CDS	1368	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
PNLIGJCD_00280	CDS	753		1.-.-.-	COG1028	putative oxidoreductase
PNLIGJCD_00281	CDS	1425	yagG		COG2211	Putative glycoside/cation symporter YagG
PNLIGJCD_00282	CDS	1011				hypothetical protein
PNLIGJCD_00283	CDS	987				hypothetical protein
PNLIGJCD_00284	CDS	582				hypothetical protein
PNLIGJCD_00285	CDS	444				hypothetical protein
PNLIGJCD_00286	CDS	456			COG2018	Serine protease inhibitor
PNLIGJCD_00287	CDS	2565				hypothetical protein
PNLIGJCD_00288	CDS	1101				hypothetical protein
PNLIGJCD_00289	CDS	396				hypothetical protein
PNLIGJCD_00290	CDS	657	betI_1			HTH-type transcriptional regulator BetI
PNLIGJCD_00291	CDS	2109				hypothetical protein
PNLIGJCD_00292	CDS	855				hypothetical protein
PNLIGJCD_00293	CDS	777	nfi	3.1.21.7	COG1515	Endonuclease V
PNLIGJCD_00294	CDS	1440	guaB1	1.-.-.-	COG0516	putative oxidoreductase
PNLIGJCD_00295	CDS	951				hypothetical protein
PNLIGJCD_00296	CDS	1176				hypothetical protein
PNLIGJCD_00297	CDS	1728		3.5.1.47		N-acetyldiaminopimelate deacetylase
PNLIGJCD_00298	CDS	771	htpX_1	3.4.24.-		Protease HtpX
PNLIGJCD_00299	CDS	2313			COG0480	Elongation factor G-like protein
PNLIGJCD_00300	CDS	1704				hypothetical protein
PNLIGJCD_00301	CDS	792				hypothetical protein
PNLIGJCD_00302	CDS	1332				hypothetical protein
PNLIGJCD_00303	CDS	969				hypothetical protein
PNLIGJCD_00304	CDS	555	def_1	3.5.1.88	COG0242	Peptide deformylase
PNLIGJCD_00305	CDS	816				hypothetical protein
PNLIGJCD_00306	CDS	678				hypothetical protein
PNLIGJCD_00307	CDS	930				hypothetical protein
PNLIGJCD_00308	CDS	696	kdpE_1		COG0745	Transcriptional regulatory protein KdpE
PNLIGJCD_00309	CDS	2553	kdpD_1	2.7.13.3	COG2205	Sensor protein KdpD
PNLIGJCD_00310	CDS	966				hypothetical protein
PNLIGJCD_00311	CDS	1575				hypothetical protein
PNLIGJCD_00312	CDS	603				putative HTH-type transcriptional regulator
PNLIGJCD_00313	CDS	1536	glpD1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 1
PNLIGJCD_00314	CDS	555				hypothetical protein
PNLIGJCD_00315	CDS	888	panS_1		COG0385	Pantothenate precursors transporter PanS
PNLIGJCD_00316	CDS	645	nreC_1		COG2197	Oxygen regulatory protein NreC
PNLIGJCD_00317	CDS	1218				hypothetical protein
PNLIGJCD_00318	CDS	1203				hypothetical protein
PNLIGJCD_00319	CDS	414	degU_1		COG2197	Transcriptional regulatory protein DegU
PNLIGJCD_00320	CDS	735	bcrA_1			Bacitracin transport ATP-binding protein BcrA
PNLIGJCD_00321	CDS	759				hypothetical protein
PNLIGJCD_00322	CDS	516				hypothetical protein
PNLIGJCD_00323	CDS	732	dinG_1	3.1.-.-		3'-5' exonuclease DinG
PNLIGJCD_00324	tRNA	73				tRNA-Arg(ccg)
PNLIGJCD_00325	CDS	417	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PNLIGJCD_00326	CDS	1086				hypothetical protein
PNLIGJCD_00327	CDS	1386	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PNLIGJCD_00328	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
PNLIGJCD_00329	CDS	1059	thrC	4.2.3.1	COG0498	Threonine synthase
PNLIGJCD_00330	CDS	963	thrB	2.7.1.39	COG0083	Homoserine kinase
PNLIGJCD_00331	CDS	1989	rho	3.6.4.-		Transcription termination factor Rho
PNLIGJCD_00332	CDS	1833	lutP		COG1620	L-lactate permease
PNLIGJCD_00333	CDS	210	rpmE		COG0254	50S ribosomal protein L31
PNLIGJCD_00334	CDS	1071	prfA		COG0216	Peptide chain release factor 1
PNLIGJCD_00335	CDS	864	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
PNLIGJCD_00336	CDS	786		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
PNLIGJCD_00337	CDS	1164	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
PNLIGJCD_00338	CDS	426				hypothetical protein
PNLIGJCD_00339	CDS	231				hypothetical protein
PNLIGJCD_00340	CDS	843	atpB			ATP synthase subunit a
PNLIGJCD_00341	CDS	231	atpH_1			ATP synthase subunit c
PNLIGJCD_00342	CDS	546	atpF		COG0711	ATP synthase subunit b
PNLIGJCD_00343	CDS	825	atpH_2			ATP synthase subunit delta
PNLIGJCD_00344	CDS	1641	atpA	7.1.2.2		ATP synthase subunit alpha
PNLIGJCD_00345	CDS	921	atpG			ATP synthase gamma chain
PNLIGJCD_00346	CDS	1443	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
PNLIGJCD_00347	CDS	390	atpC			ATP synthase epsilon chain
PNLIGJCD_00348	CDS	483				hypothetical protein
PNLIGJCD_00349	CDS	312				hypothetical protein
PNLIGJCD_00350	CDS	516				hypothetical protein
PNLIGJCD_00351	CDS	1206				hypothetical protein
PNLIGJCD_00352	CDS	450				hypothetical protein
PNLIGJCD_00353	CDS	597		2.5.1.17	COG2096	Corrinoid adenosyltransferase
PNLIGJCD_00354	CDS	1605	lap	3.4.11.1	COG2234	Aminopeptidase
PNLIGJCD_00355	CDS	660				putative protein
PNLIGJCD_00356	CDS	633	liaR_1		COG2197	Transcriptional regulatory protein LiaR
PNLIGJCD_00357	CDS	1329				hypothetical protein
PNLIGJCD_00358	CDS	855				hypothetical protein
PNLIGJCD_00359	CDS	906	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
PNLIGJCD_00360	CDS	678	nucS	3.1.-.-	COG1637	Endonuclease NucS
PNLIGJCD_00361	CDS	387				hypothetical protein
PNLIGJCD_00362	CDS	1212	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
PNLIGJCD_00363	CDS	246				putative protein
PNLIGJCD_00364	CDS	741				hypothetical protein
PNLIGJCD_00365	CDS	1296				hypothetical protein
