locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJPEGDKI_00164	CDS	1308	eltP			Erythritol/L-threitol-binding protein
IJPEGDKI_00165	CDS	1014	cytR_1		COG1609	HTH-type transcriptional repressor CytR
IJPEGDKI_00166	CDS	1155	ybjJ_1			Inner membrane protein YbjJ
IJPEGDKI_00167	CDS	720	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
IJPEGDKI_00168	CDS	843				hypothetical protein
IJPEGDKI_00169	CDS	588	def	3.5.1.88	COG0242	Peptide deformylase
IJPEGDKI_00170	CDS	942	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
IJPEGDKI_00171	CDS	1140		1.8.5.4	COG0446	Sulfide-quinone reductase
IJPEGDKI_00172	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
IJPEGDKI_00173	CDS	414				hypothetical protein
IJPEGDKI_00174	CDS	525				hypothetical protein
IJPEGDKI_00175	CDS	972	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
IJPEGDKI_00176	CDS	699				hypothetical protein
IJPEGDKI_00177	CDS	1125				hypothetical protein
IJPEGDKI_00178	tRNA	77				tRNA-Trp(cca)
IJPEGDKI_00179	CDS	1203	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
IJPEGDKI_00180	CDS	630				hypothetical protein
IJPEGDKI_00181	CDS	1788	typA		COG1217	GTP-binding protein TypA/BipA
IJPEGDKI_00182	CDS	984	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IJPEGDKI_00183	CDS	381	apaG		COG2967	Protein ApaG
IJPEGDKI_00184	CDS	468				hypothetical protein
IJPEGDKI_00185	CDS	528				hypothetical protein
IJPEGDKI_00186	CDS	657	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
IJPEGDKI_00187	CDS	870	phnD		COG3221	Phosphate-import protein PhnD
IJPEGDKI_00188	CDS	759	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
IJPEGDKI_00189	CDS	1629				hypothetical protein
IJPEGDKI_00190	CDS	858	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
IJPEGDKI_00191	CDS	981	frcC		COG1172	Fructose import permease protein FrcC
IJPEGDKI_00192	CDS	255	frcB_1			Fructose import binding protein FrcB
IJPEGDKI_00193	CDS	555				hypothetical protein
IJPEGDKI_00194	CDS	546				hypothetical protein
IJPEGDKI_00195	CDS	735	frcB_2			Fructose import binding protein FrcB
IJPEGDKI_00196	CDS	1020	ccpA_2		COG1609	Catabolite control protein A
IJPEGDKI_00197	CDS	1155				hypothetical protein
IJPEGDKI_00198	CDS	1218	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
IJPEGDKI_00199	CDS	912				hypothetical protein
IJPEGDKI_00200	CDS	372				hypothetical protein
IJPEGDKI_00201	CDS	939				hypothetical protein
IJPEGDKI_00202	CDS	882	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IJPEGDKI_00203	CDS	951	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IJPEGDKI_00204	CDS	1239				hypothetical protein
IJPEGDKI_00205	CDS	696				hypothetical protein
IJPEGDKI_00206	CDS	537				hypothetical protein
IJPEGDKI_00207	CDS	240			COG1146	Ferredoxin
IJPEGDKI_00208	CDS	765	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
IJPEGDKI_00209	CDS	756	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
IJPEGDKI_00210	CDS	1209				hypothetical protein
IJPEGDKI_00211	CDS	1167	carB_1			Carbamoyl-phosphate synthase large chain
IJPEGDKI_00212	CDS	750				hypothetical protein
IJPEGDKI_00213	CDS	483				hypothetical protein
IJPEGDKI_00214	CDS	258				hypothetical protein
IJPEGDKI_00215	CDS	2394				hypothetical protein
IJPEGDKI_00216	CDS	717				hypothetical protein
IJPEGDKI_00217	CDS	3129				hypothetical protein
IJPEGDKI_00218	CDS	657				hypothetical protein
IJPEGDKI_00219	CDS	552				hypothetical protein
IJPEGDKI_00220	CDS	468				hypothetical protein
IJPEGDKI_00221	CDS	336				hypothetical protein
IJPEGDKI_00222	CDS	2445				hypothetical protein
IJPEGDKI_00223	CDS	189				hypothetical protein
IJPEGDKI_00224	CDS	3492				hypothetical protein
IJPEGDKI_00225	CDS	240				hypothetical protein
IJPEGDKI_00226	CDS	705	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IJPEGDKI_00227	CDS	1140	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IJPEGDKI_00228	CDS	918	rbsK	2.7.1.15	COG0524	Ribokinase
IJPEGDKI_00229	CDS	1113	guaC	1.7.1.7	COG0516	GMP reductase
IJPEGDKI_00230	CDS	582				hypothetical protein
IJPEGDKI_00231	CDS	2685	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
IJPEGDKI_00232	CDS	408		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IJPEGDKI_00233	CDS	969	mltG	4.2.2.-		Endolytic murein transglycosylase
IJPEGDKI_00234	CDS	204				hypothetical protein
IJPEGDKI_00235	CDS	1599	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
IJPEGDKI_00236	CDS	435				Putative universal stress protein
IJPEGDKI_00237	CDS	1125	pilT_1		COG2805	Twitching mobility protein
IJPEGDKI_00238	CDS	714		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
IJPEGDKI_00239	CDS	279				hypothetical protein
IJPEGDKI_00240	CDS	453				hypothetical protein
IJPEGDKI_00241	CDS	591				hypothetical protein
IJPEGDKI_00242	CDS	1209				hypothetical protein
IJPEGDKI_00243	CDS	1122	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IJPEGDKI_00244	CDS	1053	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
IJPEGDKI_00245	CDS	576	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
IJPEGDKI_00246	CDS	1227	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
IJPEGDKI_00247	CDS	1146	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IJPEGDKI_00248	CDS	1950				hypothetical protein
IJPEGDKI_00249	CDS	330				hypothetical protein
IJPEGDKI_00250	CDS	825				hypothetical protein
IJPEGDKI_00251	CDS	3252				hypothetical protein
IJPEGDKI_00252	CDS	147				hypothetical protein
IJPEGDKI_00253	CDS	1362	narK		COG2223	Nitrate/nitrite transporter NarK
IJPEGDKI_00254	CDS	1335	narT		COG2223	putative nitrate transporter NarT
IJPEGDKI_00255	CDS	747	narX		COG2180	Nitrate reductase-like protein NarX
IJPEGDKI_00256	CDS	534				hypothetical protein
IJPEGDKI_00257	CDS	1509	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
IJPEGDKI_00258	CDS	3600	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
IJPEGDKI_00259	CDS	825				hypothetical protein
IJPEGDKI_00260	CDS	204				hypothetical protein
IJPEGDKI_00261	CDS	1986				hypothetical protein
IJPEGDKI_00262	CDS	465				hypothetical protein
IJPEGDKI_00263	CDS	468				hypothetical protein
IJPEGDKI_00264	CDS	3897	ycf3_2			Photosystem I assembly protein Ycf3
IJPEGDKI_00265	CDS	561				hypothetical protein
IJPEGDKI_00266	CDS	669	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
IJPEGDKI_00267	CDS	315				hypothetical protein
IJPEGDKI_00268	CDS	789				hypothetical protein
IJPEGDKI_00269	CDS	444				hypothetical protein
IJPEGDKI_00270	CDS	252	fdxA			Ferredoxin 7Fe
IJPEGDKI_00271	CDS	261			COG1146	Ferredoxin
IJPEGDKI_00272	CDS	174				hypothetical protein
IJPEGDKI_00273	CDS	633				hypothetical protein
IJPEGDKI_00274	CDS	291				hypothetical protein
IJPEGDKI_00275	CDS	1161				hypothetical protein
IJPEGDKI_00276	CDS	402				hypothetical protein
IJPEGDKI_00277	CDS	741	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IJPEGDKI_00278	CDS	969	nth	4.2.99.18		Endonuclease III
IJPEGDKI_00279	CDS	588				hypothetical protein
IJPEGDKI_00280	CDS	411	yccU		COG1832	putative protein YccU
IJPEGDKI_00281	CDS	846				hypothetical protein
IJPEGDKI_00282	CDS	192				hypothetical protein
IJPEGDKI_00283	CDS	870	nadE_1	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IJPEGDKI_00284	CDS	903	nadE_2	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
IJPEGDKI_00285	CDS	405				hypothetical protein
IJPEGDKI_00286	CDS	231				hypothetical protein
IJPEGDKI_00287	CDS	402				hypothetical protein
IJPEGDKI_00288	CDS	282				hypothetical protein
IJPEGDKI_00289	CDS	963	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
IJPEGDKI_00290	CDS	1536	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
IJPEGDKI_00291	CDS	840	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IJPEGDKI_00292	CDS	1245				hypothetical protein
IJPEGDKI_00293	CDS	957	lacF_1			Lactose transport system permease protein LacF
IJPEGDKI_00294	CDS	909				hypothetical protein
IJPEGDKI_00295	CDS	1386				hypothetical protein
IJPEGDKI_00296	CDS	1521				hypothetical protein
IJPEGDKI_00297	CDS	1089	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
IJPEGDKI_00298	CDS	1044	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IJPEGDKI_00299	CDS	681	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
IJPEGDKI_00300	CDS	1008	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
IJPEGDKI_00301	CDS	1065	namA	1.6.99.1	COG1902	NADPH dehydrogenase
IJPEGDKI_00302	CDS	1647	pgm	5.4.2.2	COG0033	Phosphoglucomutase
IJPEGDKI_00303	CDS	405				hypothetical protein
IJPEGDKI_00304	CDS	567				hypothetical protein
IJPEGDKI_00305	CDS	390				hypothetical protein
IJPEGDKI_00306	CDS	1146	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
IJPEGDKI_00307	CDS	753	fixA			Protein FixA
IJPEGDKI_00308	CDS	948	etfA		COG2025	Electron transfer flavoprotein subunit alpha
IJPEGDKI_00309	CDS	333				hypothetical protein
IJPEGDKI_00310	CDS	1365				hypothetical protein
IJPEGDKI_00311	CDS	732	mdtD_1			Putative multidrug resistance protein MdtD
IJPEGDKI_00312	CDS	441				hypothetical protein
IJPEGDKI_00313	CDS	204				hypothetical protein
IJPEGDKI_00314	CDS	189				hypothetical protein
IJPEGDKI_00315	CDS	606				hypothetical protein
IJPEGDKI_00316	CDS	534				hypothetical protein
IJPEGDKI_00317	CDS	792	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IJPEGDKI_00318	tRNA	90				tRNA-Ser(tga)
IJPEGDKI_00319	tRNA	95				tRNA-Ser(gct)
IJPEGDKI_00320	CDS	771	folP	2.5.1.15		Dihydropteroate synthase
IJPEGDKI_00321	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
IJPEGDKI_00322	CDS	1455	pstI	3.4.21.111	COG1404	Aqualysin-1
IJPEGDKI_00323	CDS	639	yiiM		COG2258	Protein YiiM
IJPEGDKI_00324	CDS	1191	tetA_1			Tetracycline resistance protein, class C
IJPEGDKI_00325	CDS	801				hypothetical protein
IJPEGDKI_00326	CDS	291				hypothetical protein
IJPEGDKI_00327	CDS	156				hypothetical protein
IJPEGDKI_00328	CDS	1185	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IJPEGDKI_00329	CDS	702		2.4.2.-	COG2071	Putative glutamine amidotransferase
IJPEGDKI_00330	CDS	600		2.3.1.-	COG1670	Acetyltransferase
IJPEGDKI_00331	CDS	1122				hypothetical protein
IJPEGDKI_00332	rRNA	2881				23S ribosomal RNA
IJPEGDKI_00333	rRNA	110				5S ribosomal RNA
IJPEGDKI_00334	tRNA	76				tRNA-Gly(gcc)
IJPEGDKI_00335	CDS	1092	rlp	5.3.3.-	COG1850	5-methylthioribulose-1-phosphate isomerase
IJPEGDKI_00336	CDS	456	cupin	4.4.1.-		1-methylthio-D-xylulose 5-phosphate methylsulfurylase
IJPEGDKI_00337	CDS	1218	dinB	2.7.7.7		DNA polymerase IV
IJPEGDKI_00338	CDS	1122	alr	5.1.1.1		Alanine racemase
IJPEGDKI_00339	CDS	339				hypothetical protein
IJPEGDKI_00340	CDS	822				hypothetical protein
IJPEGDKI_00341	CDS	1332				Gluconeogenesis factor
IJPEGDKI_00342	CDS	825			COG1660	Nucleotide-binding protein
IJPEGDKI_00343	CDS	498				hypothetical protein
IJPEGDKI_00344	CDS	1035	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
IJPEGDKI_00345	CDS	2013				hypothetical protein
IJPEGDKI_00346	CDS	234				hypothetical protein
IJPEGDKI_00347	CDS	702				hypothetical protein
IJPEGDKI_00348	CDS	1938	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
IJPEGDKI_00349	CDS	396				hypothetical protein
IJPEGDKI_00350	CDS	1041	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
IJPEGDKI_00351	CDS	867				hypothetical protein
IJPEGDKI_00352	CDS	915				hypothetical protein
IJPEGDKI_00353	CDS	813				hypothetical protein
IJPEGDKI_00354	CDS	690	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
IJPEGDKI_00355	CDS	1410	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
IJPEGDKI_00356	CDS	1197	csd_1	2.8.1.7	COG0520	putative cysteine desulfurase
IJPEGDKI_00357	CDS	210				hypothetical protein
IJPEGDKI_00358	CDS	885				hypothetical protein
IJPEGDKI_00359	CDS	1713				hypothetical protein
IJPEGDKI_00360	CDS	1101	lysK	3.5.1.-	COG0624	[LysW]-lysine hydrolase
IJPEGDKI_00361	CDS	1188	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
IJPEGDKI_00362	CDS	528	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IJPEGDKI_00363	CDS	927	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
IJPEGDKI_00364	CDS	1245	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
IJPEGDKI_00365	CDS	396	perR_1		COG0735	Peroxide-responsive repressor PerR
IJPEGDKI_00366	CDS	885	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
IJPEGDKI_00367	CDS	270				hypothetical protein
IJPEGDKI_00368	CDS	408				hypothetical protein
IJPEGDKI_00369	CDS	1821	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
