locus_tag	ftype	length_bp	gene	EC_number	COG	product
JAOMGKEE_00080	CDS	1005	bioB	2.8.1.6	COG0502	Biotin synthase
JAOMGKEE_00081	CDS	240				hypothetical protein
JAOMGKEE_00082	CDS	255				hypothetical protein
JAOMGKEE_00083	rRNA	1521				16S ribosomal RNA
JAOMGKEE_00084	rRNA	3071				23S ribosomal RNA
JAOMGKEE_00085	rRNA	111				5S ribosomal RNA
JAOMGKEE_00086	CDS	1452	norB			Quinolone resistance protein NorB
JAOMGKEE_00087	CDS	1248	codA	3.5.4.1	COG0402	Cytosine deaminase
JAOMGKEE_00088	CDS	225				hypothetical protein
JAOMGKEE_00089	CDS	198				hypothetical protein
JAOMGKEE_00090	CDS	561				hypothetical protein
JAOMGKEE_00091	CDS	927	SIRT4	2.3.1.286		NAD-dependent protein lipoamidase sirtuin-4, mitochondrial
JAOMGKEE_00092	CDS	975				hypothetical protein
JAOMGKEE_00093	CDS	903				hypothetical protein
JAOMGKEE_00094	CDS	876				hypothetical protein
JAOMGKEE_00095	CDS	516				hypothetical protein
JAOMGKEE_00096	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
JAOMGKEE_00097	CDS	489	ureB	3.5.1.5	COG0832	Urease subunit beta
JAOMGKEE_00098	CDS	1713	ureC	3.5.1.5	COG0804	Urease subunit alpha
JAOMGKEE_00099	CDS	474	ureE		COG2371	Urease accessory protein UreE
JAOMGKEE_00100	CDS	681	ureF		COG0830	Urease accessory protein UreF
JAOMGKEE_00101	CDS	618	ureG		COG0378	Urease accessory protein UreG
JAOMGKEE_00102	CDS	852	ureD1		COG0829	Urease accessory protein UreD
JAOMGKEE_00103	CDS	753	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JAOMGKEE_00104	CDS	1155				hypothetical protein
JAOMGKEE_00105	CDS	2778				hypothetical protein
JAOMGKEE_00106	CDS	1827	htpG			Chaperone protein HtpG
JAOMGKEE_00107	CDS	1434	amn	3.2.2.4	COG0775	AMP nucleosidase
JAOMGKEE_00108	CDS	201				hypothetical protein
JAOMGKEE_00109	CDS	453				hypothetical protein
JAOMGKEE_00110	CDS	555				hypothetical protein
JAOMGKEE_00111	CDS	162				hypothetical protein
JAOMGKEE_00112	CDS	552				hypothetical protein
JAOMGKEE_00113	CDS	3459	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
JAOMGKEE_00114	CDS	948	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JAOMGKEE_00115	CDS	1617	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
JAOMGKEE_00116	CDS	1389	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
JAOMGKEE_00117	CDS	411				hypothetical protein
JAOMGKEE_00118	CDS	318				hypothetical protein
JAOMGKEE_00119	CDS	228				hypothetical protein
JAOMGKEE_00120	CDS	2013				hypothetical protein
JAOMGKEE_00121	CDS	783	glcR		COG1349	HTH-type transcriptional repressor GlcR
JAOMGKEE_00122	CDS	393				hypothetical protein
JAOMGKEE_00123	CDS	513		3.1.3.-	COG2062	putative protein
JAOMGKEE_00124	CDS	1512	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
JAOMGKEE_00125	CDS	1338	csbX		COG0477	Alpha-ketoglutarate permease
JAOMGKEE_00126	CDS	849	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
JAOMGKEE_00127	CDS	1383	xylB	2.7.1.17	COG1070	Xylulose kinase
JAOMGKEE_00128	CDS	840	panC_1	6.3.2.1	COG0414	Pantothenate synthetase
JAOMGKEE_00129	CDS	816	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
JAOMGKEE_00130	CDS	954				hypothetical protein
JAOMGKEE_00131	CDS	633		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
JAOMGKEE_00132	CDS	657				hypothetical protein
JAOMGKEE_00133	CDS	900	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
JAOMGKEE_00134	CDS	606	gph_1	3.1.3.18		Phosphoglycolate phosphatase
JAOMGKEE_00135	CDS	561	yrdA		COG0663	Protein YrdA
JAOMGKEE_00136	CDS	1167			COG1940	Transcriptional regulator
JAOMGKEE_00137	CDS	1275	entS		COG0477	Enterobactin exporter EntS
JAOMGKEE_00138	CDS	519				hypothetical protein
JAOMGKEE_00139	CDS	423				hypothetical protein
JAOMGKEE_00140	CDS	1944				hypothetical protein
JAOMGKEE_00141	CDS	1542				hypothetical protein
JAOMGKEE_00142	CDS	1461				hypothetical protein
JAOMGKEE_00143	CDS	1734				hypothetical protein
JAOMGKEE_00144	CDS	1068				hypothetical protein
JAOMGKEE_00145	CDS	753				hypothetical protein
JAOMGKEE_00146	CDS	882				hypothetical protein
JAOMGKEE_00147	CDS	720				hypothetical protein
JAOMGKEE_00148	CDS	336				hypothetical protein
JAOMGKEE_00149	CDS	411	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
JAOMGKEE_00150	CDS	1662				hypothetical protein
JAOMGKEE_00151	CDS	1140				hypothetical protein
JAOMGKEE_00152	CDS	492				hypothetical protein
JAOMGKEE_00153	CDS	783	yfcA		COG0730	putative membrane transporter protein YfcA
JAOMGKEE_00154	CDS	378				hypothetical protein
JAOMGKEE_00155	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
JAOMGKEE_00156	CDS	297				hypothetical protein
JAOMGKEE_00157	CDS	678		2.3.1.-		Putative acetyltransferase
JAOMGKEE_00158	CDS	693	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
JAOMGKEE_00159	CDS	558	tag_1	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JAOMGKEE_00160	CDS	681	rhtC_1		COG1280	Threonine efflux protein
JAOMGKEE_00161	CDS	294				hypothetical protein
JAOMGKEE_00162	CDS	855			COG3324	Putative glyoxylase CFP32
JAOMGKEE_00163	CDS	345				hypothetical protein
JAOMGKEE_00164	CDS	894				hypothetical protein
JAOMGKEE_00165	CDS	909				hypothetical protein
JAOMGKEE_00166	CDS	432	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JAOMGKEE_00167	CDS	624				hypothetical protein
JAOMGKEE_00168	CDS	1929	pepO	3.4.24.-	COG3590	Neutral endopeptidase
JAOMGKEE_00169	CDS	744				hypothetical protein
JAOMGKEE_00170	CDS	966				hypothetical protein
JAOMGKEE_00171	CDS	762	nagR		COG2188	HTH-type transcriptional repressor NagR
JAOMGKEE_00172	CDS	1020	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
JAOMGKEE_00173	CDS	924				hypothetical protein
JAOMGKEE_00174	CDS	1515	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
JAOMGKEE_00175	CDS	891	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
JAOMGKEE_00176	CDS	1914	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
JAOMGKEE_00177	CDS	957	iolE	4.2.1.44	COG1082	Inosose dehydratase
JAOMGKEE_00178	CDS	1014	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JAOMGKEE_00179	CDS	873				hypothetical protein
JAOMGKEE_00180	CDS	1362	hsrA			putative transport protein HsrA
JAOMGKEE_00181	CDS	1026	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
JAOMGKEE_00182	CDS	459				hypothetical protein
JAOMGKEE_00183	CDS	348				hypothetical protein
JAOMGKEE_00184	CDS	996	degA		COG1609	HTH-type transcriptional regulator DegA
JAOMGKEE_00185	CDS	1236	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JAOMGKEE_00186	CDS	1014				hypothetical protein
JAOMGKEE_00187	CDS	432				hypothetical protein
JAOMGKEE_00188	CDS	204	cspA_1		COG1278	putative cold shock protein A
JAOMGKEE_00189	CDS	537				hypothetical protein
JAOMGKEE_00190	CDS	309				hypothetical protein
JAOMGKEE_00191	CDS	417	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
JAOMGKEE_00192	CDS	429				hypothetical protein
JAOMGKEE_00193	CDS	993	ccpA_1		COG1609	Catabolite control protein A
JAOMGKEE_00194	CDS	405				hypothetical protein
JAOMGKEE_00195	CDS	1476	iolT_1			Major myo-inositol transporter IolT
JAOMGKEE_00196	CDS	1611				hypothetical protein
JAOMGKEE_00197	CDS	438				hypothetical protein
JAOMGKEE_00198	CDS	4533	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
JAOMGKEE_00199	CDS	1521	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JAOMGKEE_00200	CDS	243				hypothetical protein
JAOMGKEE_00201	CDS	114				hypothetical protein
JAOMGKEE_00202	CDS	1488	gshA	6.3.2.2		Glutamate--cysteine ligase
JAOMGKEE_00203	CDS	3441	embC	2.4.2.-		putative arabinosyltransferase C
JAOMGKEE_00204	CDS	2034	aftA	2.4.2.46		Galactan 5-O-arabinofuranosyltransferase
JAOMGKEE_00205	CDS	762	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
JAOMGKEE_00206	CDS	1467	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
JAOMGKEE_00207	CDS	228				hypothetical protein
JAOMGKEE_00208	CDS	480				hypothetical protein
JAOMGKEE_00209	CDS	456				hypothetical protein
JAOMGKEE_00210	CDS	897				hypothetical protein
JAOMGKEE_00211	CDS	435			COG2246	Arabinogalactan biosynthesis recruiting protein
JAOMGKEE_00212	CDS	405				hypothetical protein
JAOMGKEE_00213	CDS	636				hypothetical protein
JAOMGKEE_00214	CDS	942	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
JAOMGKEE_00215	CDS	600				hypothetical protein
JAOMGKEE_00216	CDS	792	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
JAOMGKEE_00217	CDS	897				hypothetical protein
JAOMGKEE_00218	CDS	1176			COG0520	putative protein
JAOMGKEE_00219	CDS	981	mas_1	2.3.1.111		Mycocerosic acid synthase
JAOMGKEE_00220	CDS	528				hypothetical protein
JAOMGKEE_00221	tRNA	86				tRNA-Ser(tga)
JAOMGKEE_00222	CDS	114				hypothetical protein
JAOMGKEE_00223	CDS	1488	alsT		COG1115	Amino-acid carrier protein AlsT
JAOMGKEE_00224	CDS	867				hypothetical protein
JAOMGKEE_00225	CDS	1074	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
JAOMGKEE_00226	CDS	459	moaE2_1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
JAOMGKEE_00227	CDS	462	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
JAOMGKEE_00228	CDS	471	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
JAOMGKEE_00229	CDS	1185	moaE2_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
JAOMGKEE_00230	CDS	840				hypothetical protein
JAOMGKEE_00231	CDS	807	modA		COG0725	Molybdate-binding protein ModA
JAOMGKEE_00232	CDS	258				hypothetical protein
JAOMGKEE_00233	CDS	915	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JAOMGKEE_00234	CDS	423				hypothetical protein
JAOMGKEE_00235	CDS	1026	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
JAOMGKEE_00236	tRNA	90				tRNA-Ser(gct)
JAOMGKEE_00237	tRNA	74				tRNA-Arg(acg)
JAOMGKEE_00238	CDS	909				hypothetical protein
JAOMGKEE_00239	CDS	285				hypothetical protein
JAOMGKEE_00240	CDS	765				hypothetical protein
JAOMGKEE_00241	CDS	1020	adhA_1	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
JAOMGKEE_00242	CDS	804				hypothetical protein
JAOMGKEE_00243	CDS	1353			COG2239	Magnesium transporter MgtE
JAOMGKEE_00244	CDS	156				hypothetical protein
JAOMGKEE_00245	CDS	1584	sdcS			Sodium-dependent dicarboxylate transporter SdcS
JAOMGKEE_00246	tRNA	74				tRNA-Arg(acg)
JAOMGKEE_00247	CDS	1041	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
JAOMGKEE_00248	CDS	495				hypothetical protein
JAOMGKEE_00249	CDS	480	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
JAOMGKEE_00250	CDS	204				hypothetical protein
JAOMGKEE_00251	tRNA	91				tRNA-Ser(cga)
JAOMGKEE_00252	CDS	336				hypothetical protein
JAOMGKEE_00253	CDS	2406	ydfJ_1		COG2409	Membrane protein YdfJ
JAOMGKEE_00254	CDS	1296	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
JAOMGKEE_00255	CDS	753				queuosine precursor transporter
JAOMGKEE_00256	CDS	1083				hypothetical protein
JAOMGKEE_00257	CDS	1440				hypothetical protein
JAOMGKEE_00258	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
JAOMGKEE_00259	CDS	993				hypothetical protein
JAOMGKEE_00260	CDS	1161				hypothetical protein
JAOMGKEE_00261	CDS	288				hypothetical protein
JAOMGKEE_00262	tRNA	86				tRNA-Ser(gga)
JAOMGKEE_00263	CDS	1281			COG1167	Putative aminotransferase/MSMEI_6121
JAOMGKEE_00264	CDS	552				hypothetical protein
JAOMGKEE_00265	CDS	2328				hypothetical protein
JAOMGKEE_00266	CDS	312			COG0718	Nucleoid-associated protein
JAOMGKEE_00267	CDS	657	recR		COG0353	Recombination protein RecR
JAOMGKEE_00268	CDS	753	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
JAOMGKEE_00269	CDS	1272	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
JAOMGKEE_00270	CDS	1083				hypothetical protein
JAOMGKEE_00271	CDS	1851	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
JAOMGKEE_00272	CDS	870				hypothetical protein
JAOMGKEE_00273	CDS	1266	lysC	2.7.2.4	COG0527	Aspartokinase
JAOMGKEE_00274	CDS	1035	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
JAOMGKEE_00275	CDS	1437				hypothetical protein
JAOMGKEE_00276	CDS	189				hypothetical protein
JAOMGKEE_00277	CDS	582	sigC		COG1595	ECF RNA polymerase sigma factor SigC
JAOMGKEE_00278	CDS	1551	katA	1.11.1.6	COG0753	Catalase
JAOMGKEE_00279	CDS	294				hypothetical protein
JAOMGKEE_00280	CDS	456	lrp_1		COG1522	Leucine-responsive regulatory protein
JAOMGKEE_00281	CDS	756				hypothetical protein
JAOMGKEE_00282	CDS	327				hypothetical protein
JAOMGKEE_00283	CDS	294				hypothetical protein
JAOMGKEE_00284	CDS	450				hypothetical protein
JAOMGKEE_00285	CDS	1038	acr3_1		COG0798	Arsenical-resistance protein Acr3
JAOMGKEE_00286	CDS	390	arsC2	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC2
JAOMGKEE_00287	CDS	321				hypothetical protein
JAOMGKEE_00288	CDS	273				hypothetical protein
JAOMGKEE_00289	CDS	456				hypothetical protein
JAOMGKEE_00290	CDS	1533	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
JAOMGKEE_00291	CDS	384	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
JAOMGKEE_00292	CDS	2895	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JAOMGKEE_00293	CDS	1479				hypothetical protein
JAOMGKEE_00294	CDS	867				hypothetical protein
JAOMGKEE_00295	CDS	669	tcrA		COG0745	Transcriptional regulatory protein TcrA
JAOMGKEE_00296	CDS	1470	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JAOMGKEE_00297	CDS	348				hypothetical protein
JAOMGKEE_00298	CDS	621				hypothetical protein
JAOMGKEE_00299	tRNA	75				tRNA-Pro(cgg)
JAOMGKEE_00300	CDS	909	ypbG		COG1408	putative protein YpbG
JAOMGKEE_00301	CDS	456	yqeY		COG1610	putative protein YqeY
JAOMGKEE_00302	CDS	2388	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
JAOMGKEE_00303	CDS	351	whiB4			Transcriptional regulator WhiB4
JAOMGKEE_00304	CDS	156				hypothetical protein
JAOMGKEE_00305	CDS	462				hypothetical protein
JAOMGKEE_00306	CDS	1356	abaF_1			Fosfomycin resistance protein AbaF
JAOMGKEE_00307	CDS	1533		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
JAOMGKEE_00308	CDS	468				hypothetical protein
JAOMGKEE_00309	CDS	936		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
JAOMGKEE_00310	CDS	945				hypothetical protein
JAOMGKEE_00311	CDS	1197	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JAOMGKEE_00312	CDS	474		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
JAOMGKEE_00313	CDS	846	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
JAOMGKEE_00314	CDS	684	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
JAOMGKEE_00315	CDS	171				hypothetical protein
JAOMGKEE_00316	CDS	783	nth	4.2.99.18	COG0177	Endonuclease III
JAOMGKEE_00317	CDS	561				hypothetical protein
JAOMGKEE_00318	CDS	744	nudL	3.6.1.-		putative Nudix hydrolase NudL
JAOMGKEE_00319	CDS	1194		3.4.21.-	COG0265	Serine protease
JAOMGKEE_00320	CDS	996	dhmA	3.8.1.5		Haloalkane dehalogenase
JAOMGKEE_00321	CDS	552				hypothetical protein
JAOMGKEE_00322	CDS	969		3.1.3.-	COG0560	putative phosphatase
JAOMGKEE_00323	CDS	1062				hypothetical protein
JAOMGKEE_00324	CDS	1134			COG4962	Putative conjugal transfer protein
JAOMGKEE_00325	CDS	777				hypothetical protein
JAOMGKEE_00326	CDS	576				hypothetical protein
JAOMGKEE_00327	CDS	201				hypothetical protein
JAOMGKEE_00328	CDS	321				hypothetical protein
JAOMGKEE_00329	CDS	300				hypothetical protein
JAOMGKEE_00330	CDS	2397				hypothetical protein
JAOMGKEE_00331	CDS	204	cspA_2		COG1278	putative cold shock protein A
JAOMGKEE_00332	CDS	2991	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JAOMGKEE_00333	CDS	714				hypothetical protein
JAOMGKEE_00334	CDS	1527			COG2114	putative protein
JAOMGKEE_00335	CDS	1260				hypothetical protein
JAOMGKEE_00336	tRNA	76				tRNA-Thr(cgt)
JAOMGKEE_00337	CDS	447				hypothetical protein
JAOMGKEE_00338	CDS	222				hypothetical protein
JAOMGKEE_00339	CDS	564				hypothetical protein
JAOMGKEE_00340	CDS	885	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
JAOMGKEE_00341	CDS	1647	nagZ	3.2.1.52		Beta-hexosaminidase
JAOMGKEE_00342	CDS	441				hypothetical protein
JAOMGKEE_00343	CDS	1107		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
JAOMGKEE_00344	CDS	636		3.-.-.-		putative metallo-hydrolase
JAOMGKEE_00345	CDS	672	phaB	1.1.1.36		Acetoacetyl-CoA reductase
JAOMGKEE_00346	CDS	1212				hypothetical protein
JAOMGKEE_00347	CDS	936	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
JAOMGKEE_00348	CDS	378				hypothetical protein
JAOMGKEE_00349	CDS	711	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
JAOMGKEE_00350	CDS	1023				hypothetical protein
JAOMGKEE_00351	CDS	1038				hypothetical protein
JAOMGKEE_00352	CDS	2085				hypothetical protein
JAOMGKEE_00353	CDS	99				hypothetical protein
JAOMGKEE_00354	CDS	354				hypothetical protein
JAOMGKEE_00355	CDS	1062	adhA_2	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
JAOMGKEE_00356	CDS	858	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
JAOMGKEE_00357	CDS	1362	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
JAOMGKEE_00358	CDS	1020	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JAOMGKEE_00359	CDS	582	nox	1.6.99.3	COG0778	NADH dehydrogenase
JAOMGKEE_00360	CDS	795	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
JAOMGKEE_00361	CDS	642				hypothetical protein
JAOMGKEE_00362	CDS	1251				putative protein
JAOMGKEE_00363	CDS	1383				hypothetical protein
JAOMGKEE_00364	CDS	2121				hypothetical protein
JAOMGKEE_00365	CDS	558				hypothetical protein
JAOMGKEE_00366	CDS	1095				hypothetical protein
JAOMGKEE_00367	CDS	1098	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
JAOMGKEE_00368	CDS	1437				Iron-sulfur cluster carrier protein
JAOMGKEE_00369	CDS	606				hypothetical protein
JAOMGKEE_00370	CDS	987				hypothetical protein
JAOMGKEE_00371	CDS	1815	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
JAOMGKEE_00372	CDS	1158	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
JAOMGKEE_00373	CDS	615	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
JAOMGKEE_00374	CDS	1146	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JAOMGKEE_00375	CDS	1494				hypothetical protein
JAOMGKEE_00376	CDS	1317	murA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
