locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFKMBLKP_00263	CDS	540				hypothetical protein
GFKMBLKP_00264	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
GFKMBLKP_00265	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
GFKMBLKP_00266	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
GFKMBLKP_00267	CDS	774				hypothetical protein
GFKMBLKP_00268	CDS	444	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GFKMBLKP_00269	CDS	366				hypothetical protein
GFKMBLKP_00270	CDS	906				IS3 family transposase IS2
GFKMBLKP_00271	CDS	1197	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GFKMBLKP_00272	CDS	99				hypothetical protein
GFKMBLKP_00273	CDS	558	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
GFKMBLKP_00274	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
GFKMBLKP_00275	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
GFKMBLKP_00276	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GFKMBLKP_00277	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
GFKMBLKP_00278	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
GFKMBLKP_00279	CDS	1461				hypothetical protein
GFKMBLKP_00280	CDS	867				IS3 family transposase IS3
GFKMBLKP_00281	CDS	300				IS3 family transposase ISEc17
GFKMBLKP_00282	CDS	1398				hypothetical protein
GFKMBLKP_00283	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
GFKMBLKP_00284	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
GFKMBLKP_00285	CDS	102				hypothetical protein
GFKMBLKP_00286	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
GFKMBLKP_00287	CDS	1095				hypothetical protein
GFKMBLKP_00288	CDS	309	yaiY			Inner membrane protein YaiY
GFKMBLKP_00289	CDS	213				hypothetical protein
GFKMBLKP_00290	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
GFKMBLKP_00291	CDS	261	iraP			Anti-adapter protein IraP
GFKMBLKP_00292	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
GFKMBLKP_00293	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
GFKMBLKP_00294	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
GFKMBLKP_00295	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GFKMBLKP_00296	CDS	459				hypothetical protein
GFKMBLKP_00297	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
GFKMBLKP_00298	CDS	192	yaiA			putative protein YaiA
GFKMBLKP_00299	CDS	678				hypothetical protein
GFKMBLKP_00300	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
GFKMBLKP_00301	CDS	120				hypothetical protein
GFKMBLKP_00302	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
GFKMBLKP_00303	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
GFKMBLKP_00304	CDS	1269	araJ		COG2814	Putative transporter AraJ
GFKMBLKP_00305	CDS	3147	sbcC		COG0419	Nuclease SbcCD subunit C
GFKMBLKP_00306	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
GFKMBLKP_00307	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GFKMBLKP_00308	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GFKMBLKP_00309	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GFKMBLKP_00310	CDS	1374	proY		COG1113	Proline-specific permease ProY
GFKMBLKP_00311	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
