locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNOGFOIN_00077	CDS	300				hypothetical protein
KNOGFOIN_00078	CDS	954	lpxL_1	2.3.1.241		Lipid A biosynthesis lauroyltransferase
KNOGFOIN_00079	CDS	588				hypothetical protein
KNOGFOIN_00080	CDS	2310				hypothetical protein
KNOGFOIN_00081	CDS	444				hypothetical protein
KNOGFOIN_00082	CDS	756				hypothetical protein
KNOGFOIN_00083	CDS	774				hypothetical protein
KNOGFOIN_00084	CDS	1203	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KNOGFOIN_00085	CDS	903	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KNOGFOIN_00086	CDS	693				hypothetical protein
KNOGFOIN_00087	CDS	906				hypothetical protein
KNOGFOIN_00088	CDS	345				hypothetical protein
KNOGFOIN_00089	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KNOGFOIN_00090	CDS	747	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KNOGFOIN_00091	CDS	531				Protein csk22
KNOGFOIN_00092	CDS	264	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
KNOGFOIN_00093	CDS	1503	comM		COG0606	Competence protein ComM
KNOGFOIN_00094	CDS	933	aes_1	3.1.1.-		Acetyl esterase
KNOGFOIN_00095	CDS	1791	nhaP2_1			K(+)/H(+) antiporter NhaP2
KNOGFOIN_00096	CDS	1305	icl	4.1.3.1	COG2224	Isocitrate lyase
KNOGFOIN_00097	CDS	1614	aceB	2.3.3.9	COG2225	Malate synthase A
KNOGFOIN_00098	CDS	1014	cmpR		COG0583	HTH-type transcriptional activator CmpR
KNOGFOIN_00099	CDS	1224				hypothetical protein
KNOGFOIN_00100	CDS	1260	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KNOGFOIN_00101	CDS	1743	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
KNOGFOIN_00102	CDS	1146				hypothetical protein
KNOGFOIN_00103	CDS	948	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
KNOGFOIN_00104	CDS	906	gcvA			Glycine cleavage system transcriptional activator
KNOGFOIN_00105	CDS	663				hypothetical protein
KNOGFOIN_00106	CDS	534	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
KNOGFOIN_00107	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
KNOGFOIN_00108	CDS	1800	xpsE		COG2804	Type II secretion system protein E
KNOGFOIN_00109	CDS	1218	gspF		COG1459	Putative type II secretion system protein F
KNOGFOIN_00110	CDS	450	xcpT		COG2165	Type II secretion system protein G
KNOGFOIN_00111	CDS	417				hypothetical protein
KNOGFOIN_00112	CDS	399				hypothetical protein
KNOGFOIN_00113	CDS	675				hypothetical protein
KNOGFOIN_00114	CDS	849				hypothetical protein
KNOGFOIN_00115	CDS	1134				hypothetical protein
KNOGFOIN_00116	CDS	624				hypothetical protein
KNOGFOIN_00117	CDS	654				hypothetical protein
KNOGFOIN_00118	CDS	2277	xpsD		COG1450	Secretin XpsD
KNOGFOIN_00119	CDS	1371				hypothetical protein
KNOGFOIN_00120	CDS	2511	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
KNOGFOIN_00121	CDS	1260	ydcO		COG3135	Inner membrane protein YdcO
KNOGFOIN_00122	CDS	1782				hypothetical protein
KNOGFOIN_00123	CDS	2313	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
KNOGFOIN_00124	CDS	639	fiu		COG4774	Catecholate siderophore receptor Fiu
KNOGFOIN_00125	CDS	1686	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
KNOGFOIN_00126	CDS	450	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
KNOGFOIN_00127	CDS	186				hypothetical protein
KNOGFOIN_00128	CDS	288				hypothetical protein
KNOGFOIN_00129	CDS	870				hypothetical protein
KNOGFOIN_00130	CDS	2412	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
KNOGFOIN_00131	CDS	387				hypothetical protein
KNOGFOIN_00132	CDS	543				hypothetical protein
KNOGFOIN_00133	CDS	987	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
KNOGFOIN_00134	CDS	1023	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KNOGFOIN_00135	CDS	2451	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KNOGFOIN_00136	CDS	1710	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KNOGFOIN_00137	CDS	276				hypothetical protein
KNOGFOIN_00138	CDS	885				hypothetical protein
KNOGFOIN_00139	CDS	798				hypothetical protein
KNOGFOIN_00140	CDS	744	zupT			Zinc transporter ZupT
KNOGFOIN_00141	CDS	1335				hypothetical protein
KNOGFOIN_00142	CDS	798	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
KNOGFOIN_00143	CDS	1233		2.7.8.-		Cardiolipin synthase
KNOGFOIN_00144	CDS	2073	dapb2	3.4.14.-		Dipeptidyl aminopeptidase BII
KNOGFOIN_00145	CDS	1122	zapE		COG1485	Cell division protein ZapE
KNOGFOIN_00146	CDS	711				hypothetical protein
KNOGFOIN_00147	CDS	630	acpH	3.1.4.14		Acyl carrier protein phosphodiesterase
KNOGFOIN_00148	CDS	1266	mdtA_1			Multidrug resistance protein MdtA
KNOGFOIN_00149	CDS	3237	mdtB_1			Multidrug resistance protein MdtB
KNOGFOIN_00150	CDS	3123	mdtC_1			Multidrug resistance protein MdtC
KNOGFOIN_00151	CDS	558				hypothetical protein
KNOGFOIN_00152	CDS	2826				hypothetical protein
KNOGFOIN_00153	CDS	573				hypothetical protein
KNOGFOIN_00154	CDS	414				hypothetical protein
KNOGFOIN_00155	CDS	2916	btuB_1			Vitamin B12 transporter BtuB
KNOGFOIN_00156	CDS	114				hypothetical protein
KNOGFOIN_00157	CDS	549				hypothetical protein
KNOGFOIN_00158	CDS	2901	btuB_2			Vitamin B12 transporter BtuB
KNOGFOIN_00159	CDS	435				hypothetical protein
KNOGFOIN_00160	CDS	3045				hypothetical protein
KNOGFOIN_00161	CDS	2181	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KNOGFOIN_00162	CDS	909	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KNOGFOIN_00163	CDS	1839	epsE		COG2804	Type II secretion system protein E
KNOGFOIN_00164	CDS	1821	estP	3.1.1.1	COG3240	Esterase EstP
KNOGFOIN_00165	CDS	2346	yhgF		COG2183	Protein YhgF
KNOGFOIN_00166	CDS	777				hypothetical protein
KNOGFOIN_00167	CDS	1884	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KNOGFOIN_00168	CDS	2655	pepN	3.4.11.2	COG0308	Aminopeptidase N
KNOGFOIN_00169	CDS	990				hypothetical protein
KNOGFOIN_00170	CDS	612	tag_1	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
KNOGFOIN_00171	CDS	513	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
KNOGFOIN_00172	CDS	1509	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
KNOGFOIN_00173	CDS	885	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
KNOGFOIN_00174	CDS	792	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
KNOGFOIN_00175	CDS	780				hypothetical protein
KNOGFOIN_00176	CDS	1563	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
KNOGFOIN_00177	CDS	1221	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
KNOGFOIN_00178	CDS	1026	bioB	2.8.1.6	COG0502	Biotin synthase
KNOGFOIN_00179	CDS	204				hypothetical protein
KNOGFOIN_00180	CDS	756				hypothetical protein
KNOGFOIN_00181	CDS	765				hypothetical protein
KNOGFOIN_00182	CDS	2091				hypothetical protein
KNOGFOIN_00183	CDS	369				hypothetical protein
KNOGFOIN_00184	CDS	855				hypothetical protein
KNOGFOIN_00185	CDS	939				hypothetical protein
KNOGFOIN_00186	CDS	939				hypothetical protein
KNOGFOIN_00187	CDS	1344				hypothetical protein
KNOGFOIN_00188	CDS	1266				hypothetical protein
KNOGFOIN_00189	CDS	1335	sctC			Type 3 secretion system secretin
KNOGFOIN_00190	CDS	1026				hypothetical protein
KNOGFOIN_00191	CDS	537				hypothetical protein
KNOGFOIN_00192	CDS	495				hypothetical protein
KNOGFOIN_00193	CDS	186				hypothetical protein
KNOGFOIN_00194	CDS	945				hypothetical protein
KNOGFOIN_00195	CDS	945	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
KNOGFOIN_00196	CDS	384	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KNOGFOIN_00197	CDS	372				hypothetical protein
KNOGFOIN_00198	CDS	801	atpB		COG0356	ATP synthase subunit a
KNOGFOIN_00199	CDS	273	atpH_1			ATP synthase subunit c
KNOGFOIN_00200	CDS	474	atpF		COG0711	ATP synthase subunit b
KNOGFOIN_00201	CDS	534	atpH_2		COG0712	ATP synthase subunit delta
KNOGFOIN_00202	tRNA	93				tRNA-Gly(acc)
KNOGFOIN_00203	CDS	891	atpG		COG0224	ATP synthase gamma chain
KNOGFOIN_00204	CDS	1413	atpD1	7.1.2.2		ATP synthase subunit beta 1
KNOGFOIN_00205	CDS	426	atpC		COG0355	ATP synthase epsilon chain
KNOGFOIN_00206	CDS	1272				hypothetical protein
KNOGFOIN_00207	CDS	546				hypothetical protein
KNOGFOIN_00208	CDS	723	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
KNOGFOIN_00209	CDS	444				hypothetical protein
KNOGFOIN_00210	CDS	2706				hypothetical protein
KNOGFOIN_00211	CDS	993				hypothetical protein
KNOGFOIN_00212	CDS	1449	oprB_1		COG3659	Porin B
KNOGFOIN_00213	CDS	741	lutR_1		COG2186	HTH-type transcriptional regulator LutR
KNOGFOIN_00214	CDS	531				hypothetical protein
KNOGFOIN_00215	CDS	1599	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
KNOGFOIN_00216	CDS	1386	fdhC_1			Fructose dehydrogenase cytochrome subunit
KNOGFOIN_00217	CDS	912				hypothetical protein
KNOGFOIN_00218	CDS	873	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
KNOGFOIN_00219	CDS	507				hypothetical protein
KNOGFOIN_00220	CDS	375				hypothetical protein
KNOGFOIN_00221	CDS	432				hypothetical protein
KNOGFOIN_00222	CDS	1311	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
KNOGFOIN_00223	CDS	1446	dmoA_1	1.14.13.131		Dimethyl-sulfide monooxygenase
KNOGFOIN_00224	CDS	1551	gsiB		COG0747	Glutathione-binding protein GsiB
KNOGFOIN_00225	CDS	975	nikB		COG0601	Nickel transport system permease protein NikB
KNOGFOIN_00226	CDS	876	gsiD		COG1173	Glutathione transport system permease protein GsiD
KNOGFOIN_00227	CDS	1638	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
KNOGFOIN_00228	CDS	1062	sfnR		COG1221	Sigma54-dependent transcriptional activator SfnR
KNOGFOIN_00229	CDS	1185	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
KNOGFOIN_00230	CDS	1143	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
KNOGFOIN_00231	CDS	561	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
KNOGFOIN_00232	CDS	459				hypothetical protein
KNOGFOIN_00233	CDS	636				hypothetical protein
KNOGFOIN_00234	CDS	1197				hypothetical protein
KNOGFOIN_00235	CDS	2256	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
KNOGFOIN_00236	CDS	462	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
KNOGFOIN_00237	CDS	1425	fdhC_2			Fructose dehydrogenase cytochrome subunit
KNOGFOIN_00238	CDS	636				hypothetical protein
KNOGFOIN_00239	CDS	540	hin		COG1961	DNA-invertase hin
KNOGFOIN_00240	CDS	1350				hypothetical protein
KNOGFOIN_00241	CDS	1221	intS_1		COG0582	Prophage integrase IntS
KNOGFOIN_00242	tRNA	76				tRNA-Met(cat)
KNOGFOIN_00243	CDS	900				hypothetical protein
KNOGFOIN_00244	CDS	1881	rpoD		COG0568	RNA polymerase sigma factor RpoD
KNOGFOIN_00245	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KNOGFOIN_00246	CDS	891	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
KNOGFOIN_00247	CDS	333				hypothetical protein
KNOGFOIN_00248	CDS	1659	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KNOGFOIN_00249	CDS	1029				hypothetical protein
KNOGFOIN_00250	CDS	816				hypothetical protein
KNOGFOIN_00251	CDS	1257				hypothetical protein
KNOGFOIN_00252	CDS	915	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNOGFOIN_00253	CDS	873				hypothetical protein
KNOGFOIN_00254	CDS	837				hypothetical protein
KNOGFOIN_00255	CDS	2622	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
KNOGFOIN_00256	CDS	93				hypothetical protein
KNOGFOIN_00257	CDS	1131				hypothetical protein
KNOGFOIN_00258	tRNA	76				tRNA-Phe(gaa)
KNOGFOIN_00259	CDS	897			COG3039	IS5 family transposase IS4811
KNOGFOIN_00260	CDS	753				hypothetical protein
KNOGFOIN_00261	CDS	279				putative Fe(2+)-trafficking protein
KNOGFOIN_00262	CDS	1047	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
KNOGFOIN_00263	CDS	1062				hypothetical protein
KNOGFOIN_00264	CDS	1284	ftsY			Signal recognition particle receptor FtsY
KNOGFOIN_00265	CDS	585	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
KNOGFOIN_00266	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KNOGFOIN_00267	CDS	510				hypothetical protein
KNOGFOIN_00268	CDS	264	fdx		COG1145	Ferredoxin
KNOGFOIN_00269	CDS	747				hypothetical protein
KNOGFOIN_00270	CDS	1326	pehA	3.2.1.15		Endo-polygalacturonase
KNOGFOIN_00271	CDS	579				hypothetical protein
KNOGFOIN_00272	CDS	909	polA_1	2.7.7.7	COG0258	DNA polymerase I
KNOGFOIN_00273	CDS	570	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
KNOGFOIN_00274	CDS	423	cdd	3.5.4.5	COG0295	Cytidine deaminase
KNOGFOIN_00275	CDS	735				hypothetical protein
KNOGFOIN_00276	CDS	396				hypothetical protein
KNOGFOIN_00277	CDS	600				hypothetical protein
KNOGFOIN_00278	CDS	447				hypothetical protein
KNOGFOIN_00279	CDS	558				hypothetical protein
KNOGFOIN_00280	CDS	555				hypothetical protein
KNOGFOIN_00281	CDS	354				hypothetical protein
KNOGFOIN_00282	CDS	708	clp		COG0664	CRP-like protein Clp
KNOGFOIN_00283	CDS	786	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KNOGFOIN_00284	CDS	900	pqqB		COG1235	Coenzyme PQQ synthesis protein B
KNOGFOIN_00285	CDS	747	pqqCD		COG5424	Bifunctional coenzyme PQQ synthesis protein C/D
KNOGFOIN_00286	CDS	279	pqqD			PqqA binding protein
KNOGFOIN_00287	CDS	1098	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
KNOGFOIN_00288	CDS	642	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
KNOGFOIN_00289	CDS	429	rplM		COG0102	50S ribosomal protein L13
KNOGFOIN_00290	CDS	393	rpsI		COG0103	30S ribosomal protein S9
KNOGFOIN_00291	tRNA	74				tRNA-Gln(ctg)
KNOGFOIN_00292	tRNA	76				tRNA-Thr(ggt)
KNOGFOIN_00293	tRNA	74				tRNA-Gln(ctg)
KNOGFOIN_00294	CDS	393	yesE		COG3631	putative protein YesE
KNOGFOIN_00295	CDS	555				hypothetical protein
KNOGFOIN_00296	CDS	1122				hypothetical protein
KNOGFOIN_00297	CDS	924	nodD2			Nodulation protein D 2
KNOGFOIN_00298	CDS	765				hypothetical protein
KNOGFOIN_00299	CDS	537				hypothetical protein
KNOGFOIN_00300	CDS	846				hypothetical protein
KNOGFOIN_00301	CDS	885				hypothetical protein
KNOGFOIN_00302	CDS	753				hypothetical protein
KNOGFOIN_00303	CDS	942				hypothetical protein
KNOGFOIN_00304	CDS	366				hypothetical protein
KNOGFOIN_00305	CDS	273				hypothetical protein
KNOGFOIN_00306	CDS	432				hypothetical protein
KNOGFOIN_00307	CDS	1428	oprM_1		COG1538	Outer membrane protein OprM
KNOGFOIN_00308	CDS	3267	mdtC_2			Multidrug resistance protein MdtC
KNOGFOIN_00309	CDS	3111	mdtB_2		COG0841	Multidrug resistance protein MdtB
KNOGFOIN_00310	CDS	1203	mdtA_2			Multidrug resistance protein MdtA
KNOGFOIN_00311	CDS	951	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
KNOGFOIN_00312	CDS	390				hypothetical protein
KNOGFOIN_00313	CDS	777	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
KNOGFOIN_00314	CDS	1527	uxaA	4.2.1.7	COG2721	Altronate dehydratase
KNOGFOIN_00315	CDS	933	kdgT			2-keto-3-deoxygluconate permease
KNOGFOIN_00316	CDS	1386	cycA		COG1113	D-serine/D-alanine/glycine transporter
KNOGFOIN_00317	CDS	621				hypothetical protein
KNOGFOIN_00318	CDS	1284				hypothetical protein
KNOGFOIN_00319	CDS	1266	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
KNOGFOIN_00320	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KNOGFOIN_00321	CDS	243				hypothetical protein
KNOGFOIN_00322	CDS	1491				hypothetical protein
KNOGFOIN_00323	CDS	549				hypothetical protein
KNOGFOIN_00324	CDS	1473	oprM_2		COG1538	Outer membrane protein OprM
KNOGFOIN_00325	CDS	687				hypothetical protein
KNOGFOIN_00326	CDS	207				hypothetical protein
KNOGFOIN_00327	CDS	870	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KNOGFOIN_00328	CDS	687				hypothetical protein
KNOGFOIN_00329	CDS	906	xerC_1		COG4973	Tyrosine recombinase XerC
KNOGFOIN_00330	CDS	522	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
KNOGFOIN_00331	CDS	1338	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
KNOGFOIN_00332	CDS	615				hypothetical protein
KNOGFOIN_00333	CDS	1185	ydhP_1		COG2814	Inner membrane transport protein YdhP
KNOGFOIN_00334	CDS	882	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
KNOGFOIN_00335	CDS	687	czcR_1			Transcriptional activator protein CzcR
KNOGFOIN_00336	CDS	1290	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KNOGFOIN_00337	CDS	4008	dhbF		COG1020	Dimodular nonribosomal peptide synthase
KNOGFOIN_00338	CDS	1323	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
KNOGFOIN_00339	CDS	2250	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
KNOGFOIN_00340	CDS	942				hypothetical protein
KNOGFOIN_00341	CDS	825	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KNOGFOIN_00342	CDS	1248				hypothetical protein
KNOGFOIN_00343	CDS	435				hypothetical protein
KNOGFOIN_00344	CDS	444				hypothetical protein
KNOGFOIN_00345	CDS	1434	ahcY	3.3.1.1		Adenosylhomocysteinase
KNOGFOIN_00346	CDS	2709	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
KNOGFOIN_00347	CDS	606	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
KNOGFOIN_00348	CDS	1518	sacC_1	3.2.1.80	COG1621	Levanase
KNOGFOIN_00349	CDS	828		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
KNOGFOIN_00350	CDS	1866	uup		COG0488	ABC transporter ATP-binding protein uup
KNOGFOIN_00351	CDS	1203				hypothetical protein
KNOGFOIN_00352	CDS	1503	xylB_2	2.7.1.17	COG1070	Xylulose kinase
KNOGFOIN_00353	CDS	708				hypothetical protein
KNOGFOIN_00354	CDS	1218	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
KNOGFOIN_00355	CDS	2271	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KNOGFOIN_00356	CDS	996	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KNOGFOIN_00357	CDS	573				hypothetical protein
KNOGFOIN_00358	CDS	1308	nupX		COG1972	Putative nucleoside permease NupX
KNOGFOIN_00359	CDS	639	rhtC		COG1280	Threonine efflux protein
KNOGFOIN_00360	CDS	360				hypothetical protein
KNOGFOIN_00361	CDS	1866	lpoA		COG3107	Penicillin-binding protein activator LpoA
KNOGFOIN_00362	CDS	837	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
KNOGFOIN_00363	CDS	447	mraZ		COG2001	Transcriptional regulator MraZ
KNOGFOIN_00364	CDS	960	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
KNOGFOIN_00365	CDS	273	ftsL			Cell division protein FtsL
